upazila_code,type,param,area,percent,len
408790,pktp,P6,3055720,90.11,60-70 days
408790,pktp,P5,335246,9.89,50-60 days
408790,krgp,K4,3390967,100,200-210/115-135 days
408790,cwz,T3,3390967,100,50-70 days
408790,hsz,E2,3379174,99.65,0.5-5 days
408790,hsz,E1,11793,0.35,less than 0.5 days
408786,pktp,P5,26968057,100,50-60 days
408786,krgp,K3,2298475,8.52,190-200/115-135 days
408786,krgp,K4,24669582,91.48,200-210/115-135 days
408786,cwz,T3,26968057,100,50-70 days
408786,hsz,E2,26968057,100,0.5-5 days
453915,pktp,P3,1000610,38.73,30-40 days
453915,pktp,P4,1583059,61.27,40-50 days
453915,krgp,K5,321445,12.44,210-220/120-140 days
453915,krgp,K6,1261613,48.83,220-230/120-145 days
453915,krgp,K7,1000610,38.73,230-240/120-145 days
453915,cwz,T4,2583669,100,70-90 days
453915,hsz,E2,2464415,95.38,0.5-5 days
453915,hsz,E1,119254,4.62,less than 0.5 days
453929,pktp,P4,4318799,100,40-50 days
453929,krgp,K5,4024713,93.19,210-220/120-140 days
453929,krgp,K6,294087,6.81,220-230/120-145 days
453929,cwz,T4,4318799,100,70-90 days
453929,hsz,E2,4318799,100,0.5-5 days
453958,pktp,P4,44883,100,40-50 days
453958,krgp,K5,44883,100,210-220/120-140 days
453958,cwz,T4,44883,100,70-90 days
453958,hsz,E2,44883,100,0.5-5 days
453961,pktp,P4,2628222,100,40-50 days
453961,krgp,K5,2628222,100,210-220/120-140 days
453961,cwz,T4,2628222,100,70-90 days
453961,hsz,E2,2628222,100,0.5-5 days
453985,pktp,P4,2601110,100,40-50 days
453985,krgp,K5,2601110,100,210-220/120-140 days
453985,cwz,T4,2601110,100,70-90 days
453985,hsz,E2,2601110,100,0.5-5 days
453936,pktp,P4,6312991,100,40-50 days
453936,krgp,K5,5148581,81.56,210-220/120-140 days
453936,krgp,K6,1164410,18.44,220-230/120-145 days
453936,cwz,T4,6312991,100,70-90 days
453936,hsz,E2,3759266,59.55,0.5-5 days
453936,hsz,E1,2553725,40.45,less than 0.5 days
456113,pktp,P4,5665800,100,40-50 days
456113,krgp,K6,3768829,66.52,220-230/120-145 days
456113,krgp,K7,1896971,33.48,230-240/120-145 days
456113,cwz,T4,5247166,92.61,70-90 days
456113,cwz,T3,418634,7.39,50-70 days
456113,hsz,E1,5665800,100,less than 0.5 days
456116,pktp,P2,2398944,95.26,20-30 days
456116,pktp,P3,119469,4.74,30-40 days
456116,krgp,K8,373083,14.81,240-250/135-150 days
456116,krgp,K7,2145331,85.19,230-240/120-145 days
456116,cwz,T4,2518414,100,70-90 days
456116,hsz,E1,2518414,100,less than 0.5 days
456120,pktp,P4,3962454,100,40-50 days
456120,krgp,K6,3278287,82.73,220-230/120-145 days
456120,krgp,K7,684167,17.27,230-240/120-145 days
456120,cwz,T4,3962454,100,70-90 days
456120,hsz,E1,3962454,100,less than 0.5 days
456124,pktp,P2,6928,9.84,20-30 days
456124,pktp,P3,37904,53.85,30-40 days
456124,pktp,P4,25555,36.31,40-50 days
456124,krgp,K6,25555,36.31,220-230/120-145 days
456124,krgp,K7,44831,63.69,230-240/120-145 days
456124,cwz,T4,70387,100,70-90 days
456124,hsz,E1,70387,100,less than 0.5 days
456123,pktp,P2,4174,0.15,20-30 days
456123,pktp,P3,1572510,55.71,30-40 days
456123,pktp,P4,1245977,44.14,40-50 days
456123,krgp,K6,10018,0.35,220-230/120-145 days
456123,krgp,K7,2812643,99.65,230-240/120-145 days
456123,cwz,T4,2822661,100,70-90 days
456123,hsz,E1,2822661,100,less than 0.5 days
456122,pktp,P3,61829,1.23,30-40 days
456122,pktp,P4,4981966,98.77,40-50 days
456122,krgp,K7,5043795,100,230-240/120-145 days
456122,cwz,T4,3738712,74.12,70-90 days
456122,cwz,T3,1305083,25.88,50-70 days
456122,hsz,E1,5043795,100,less than 0.5 days
456131,pktp,P3,1143048,40.88,30-40 days
456131,pktp,P4,1652913,59.12,40-50 days
456131,krgp,K8,12897,0.46,240-250/135-150 days
456131,krgp,K7,2783064,99.54,230-240/120-145 days
456131,cwz,T4,2795961,100,70-90 days
456131,hsz,E1,2795961,100,less than 0.5 days
456152,pktp,P4,3813193,100,40-50 days
456152,krgp,K6,3201953,83.97,220-230/120-145 days
456152,krgp,K7,611240,16.03,230-240/120-145 days
456152,cwz,T4,3813193,100,70-90 days
456152,hsz,E1,3813193,100,less than 0.5 days
456165,pktp,P4,3132832,100,40-50 days
456165,krgp,K5,18630,0.59,210-220/120-140 days
456165,krgp,K6,3114202,99.41,220-230/120-145 days
456165,cwz,T4,3132832,100,70-90 days
456165,hsz,E1,3132832,100,less than 0.5 days
456172,pktp,P3,3065064,74,30-40 days
456172,pktp,P4,1077004,26,40-50 days
456172,krgp,K8,992836,23.97,240-250/135-150 days
456172,krgp,K7,3149231,76.03,230-240/120-145 days
456172,cwz,T4,4142067,100,70-90 days
456172,hsz,E1,4142067,100,less than 0.5 days
456181,pktp,P3,320002,11.22,30-40 days
456181,pktp,P4,2531619,88.78,40-50 days
456181,krgp,K6,2531619,88.78,220-230/120-145 days
456181,krgp,K7,320002,11.22,230-240/120-145 days
456181,cwz,T4,2851621,100,70-90 days
456181,hsz,E1,2851621,100,less than 0.5 days
456188,pktp,P3,201558,7.33,30-40 days
456188,pktp,P4,2549420,92.67,40-50 days
456188,krgp,K6,2247909,81.71,220-230/120-145 days
456188,krgp,K7,503069,18.29,230-240/120-145 days
456188,cwz,T4,2750978,100,70-90 days
456188,hsz,E1,2750978,100,less than 0.5 days
456194,pktp,P4,3363611,100,40-50 days
456194,krgp,K6,69801,2.08,220-230/120-145 days
456194,krgp,K7,3293810,97.92,230-240/120-145 days
456194,cwz,T4,3363611,100,70-90 days
456194,hsz,E1,3363611,100,less than 0.5 days
457204,pktp,P2,2434610,100,20-30 days
457204,krgp,K9,1072346,44.05,250-260/135-150 days
457204,krgp,K8,1330967,54.67,240-250/135-150 days
457204,krgp,K7,31296,1.29,230-240/120-145 days
457204,cwz,T4,2434610,100,70-90 days
457204,hsz,E1,2434610,100,less than 0.5 days
457209,pktp,P2,2173198,100,20-30 days
457209,krgp,K9,1458455,67.11,250-260/135-150 days
457209,krgp,K10,446321,20.54,260-270/135-150 days
457209,krgp,K8,268422,12.35,240-250/135-150 days
457209,cwz,T4,2173198,100,70-90 days
457209,hsz,E1,2173198,100,less than 0.5 days
457218,pktp,P2,3529730,100,20-30 days
457218,krgp,K9,599954,17,250-260/135-150 days
457218,krgp,K8,2329734,66,240-250/135-150 days
457218,krgp,K7,600042,17,230-240/120-145 days
457218,cwz,T4,3529730,100,70-90 days
457218,hsz,E1,3529730,100,less than 0.5 days
457240,pktp,P2,4921438,100,20-30 days
457240,krgp,K9,1739054,35.34,250-260/135-150 days
457240,krgp,K10,3066787,62.31,260-270/135-150 days
457240,krgp,K8,115597,2.35,240-250/135-150 days
457240,cwz,T4,4921438,100,70-90 days
457240,hsz,E1,4921438,100,less than 0.5 days
457247,pktp,P2,1302046,32.87,20-30 days
457247,pktp,P3,2659299,67.13,30-40 days
457247,krgp,K8,2807458,70.87,240-250/135-150 days
457247,krgp,K7,1153888,29.13,230-240/120-145 days
457247,cwz,T4,3961346,100,70-90 days
457247,hsz,E1,3961346,100,less than 0.5 days
457256,pktp,P2,2890705,99.77,20-30 days
457256,pktp,P3,6658,0.23,30-40 days
457256,krgp,K9,2108884,72.79,250-260/135-150 days
457256,krgp,K10,13367,0.46,260-270/135-150 days
457256,krgp,K8,775112,26.75,240-250/135-150 days
457256,cwz,T4,2897363,100,70-90 days
457256,hsz,E1,2897363,100,less than 0.5 days
457238,pktp,P2,3736360,100,20-30 days
457238,krgp,K9,605278,16.2,250-260/135-150 days
457238,krgp,K10,3131082,83.8,260-270/135-150 days
457238,cwz,T4,3736360,100,70-90 days
457238,hsz,E1,3736360,100,less than 0.5 days
457263,pktp,P2,2390096,100,20-30 days
457263,krgp,K9,737287,30.85,250-260/135-150 days
457263,krgp,K10,1652809,69.15,260-270/135-150 days
457263,cwz,T4,2390096,100,70-90 days
457263,hsz,E1,2390096,100,less than 0.5 days
457274,pktp,P2,4028684,95.4,20-30 days
457274,pktp,P3,194315,4.6,30-40 days
457274,krgp,K9,50803,1.2,250-260/135-150 days
457274,krgp,K8,1472148,34.86,240-250/135-150 days
457274,krgp,K7,2700047,63.94,230-240/120-145 days
457274,cwz,T4,4222998,100,70-90 days
457274,hsz,E1,4222998,100,less than 0.5 days
457283,pktp,P2,1714625,54.91,20-30 days
457283,pktp,P3,1408024,45.09,30-40 days
457283,krgp,K8,19547,0.63,240-250/135-150 days
457283,krgp,K7,3103102,99.37,230-240/120-145 days
457283,cwz,T4,3122649,100,70-90 days
457283,hsz,E1,3122649,100,less than 0.5 days
458967,pktp,P4,1674752,100,40-50 days
458967,krgp,K6,1674752,100,220-230/120-145 days
458967,cwz,T4,1674752,100,70-90 days
458967,hsz,E1,1674752,100,less than 0.5 days
458937,pktp,P3,888177,43.84,30-40 days
458937,pktp,P4,1137649,56.16,40-50 days
458937,krgp,K6,1137649,56.16,220-230/120-145 days
458937,krgp,K7,888177,43.84,230-240/120-145 days
458937,cwz,T4,2025826,100,70-90 days
458937,hsz,E2,1084536,53.54,0.5-5 days
458937,hsz,E1,941289,46.46,less than 0.5 days
458990,pktp,P3,10256,19.05,30-40 days
458990,pktp,P4,43577,80.95,40-50 days
458990,krgp,K5,1725,3.2,210-220/120-140 days
458990,krgp,K6,41853,77.75,220-230/120-145 days
458990,krgp,K7,10256,19.05,230-240/120-145 days
458990,cwz,T4,53833,100,70-90 days
458990,hsz,E2,53833,100,0.5-5 days
458988,pktp,P4,3389640,100,40-50 days
458988,krgp,K5,2392851,70.59,210-220/120-140 days
458988,krgp,K6,996788,29.41,220-230/120-145 days
458988,cwz,T4,3389640,100,70-90 days
458988,hsz,E2,1791330,52.85,0.5-5 days
458988,hsz,E1,1598310,47.15,less than 0.5 days
458970,pktp,P3,1076937,32.43,30-40 days
458970,pktp,P4,2244257,67.57,40-50 days
458970,krgp,K6,2244257,67.57,220-230/120-145 days
458970,krgp,K7,1076937,32.43,230-240/120-145 days
458970,cwz,T4,3321194,100,70-90 days
458970,hsz,E1,3321194,100,less than 0.5 days
501020,pktp,P4,433393,24.35,40-50 days
501020,pktp,P5,1346214,75.65,50-60 days
501020,krgp,K5,22901,1.29,210-220/120-140 days
501020,krgp,K4,1756706,98.71,200-210/115-135 days
501020,cwz,T4,1779607,100,70-90 days
501020,hsz,E2,1756850,98.72,0.5-5 days
501020,hsz,E1,22757,1.28,less than 0.5 days
501006,pktp,P5,2163572,100,50-60 days
501006,krgp,K3,765109,35.36,190-200/115-135 days
501006,krgp,K4,1398462,64.64,200-210/115-135 days
501006,cwz,T4,2163572,100,70-90 days
501006,hsz,E2,2163572,100,0.5-5 days
501027,pktp,P4,87065,3.46,40-50 days
501027,pktp,P5,2427657,96.54,50-60 days
501027,krgp,K5,2478893,98.58,210-220/120-140 days
501027,krgp,K4,35830,1.42,200-210/115-135 days
501027,cwz,T4,2514723,100,70-90 days
501027,hsz,E2,2514723,100,0.5-5 days
501040,pktp,P4,1618905,66.39,40-50 days
501040,pktp,P5,819394,33.61,50-60 days
501040,krgp,K5,1917969,78.66,210-220/120-140 days
501040,krgp,K4,520330,21.34,200-210/115-135 days
501040,cwz,T4,2438299,100,70-90 days
501040,hsz,E2,2431927,99.74,0.5-5 days
501040,hsz,E1,6372,0.26,less than 0.5 days
501067,pktp,P5,3448238,100,50-60 days
501067,krgp,K4,3448238,100,200-210/115-135 days
501067,cwz,T4,3448238,100,70-90 days
501067,hsz,E2,3448238,100,0.5-5 days
501081,pktp,P4,5164465,97.41,40-50 days
501081,pktp,P5,137393,2.59,50-60 days
501081,krgp,K5,5301858,100,210-220/120-140 days
501081,cwz,T4,5301858,100,70-90 days
501081,hsz,E2,5301858,100,0.5-5 days
501033,pktp,P4,39554,2.43,40-50 days
501033,pktp,P5,1586758,97.57,50-60 days
501033,krgp,K4,1626312,100,200-210/115-135 days
501033,cwz,T4,1626312,100,70-90 days
501033,hsz,E2,1626312,100,0.5-5 days
501054,pktp,P5,2403614,100,50-60 days
501054,krgp,K4,2403614,100,200-210/115-135 days
501054,cwz,T4,2403614,100,70-90 days
501054,hsz,E2,2400223,99.86,0.5-5 days
501054,hsz,E1,3391,0.14,less than 0.5 days
501085,pktp,P5,2211352,100,50-60 days
501085,krgp,K5,563011,25.46,210-220/120-140 days
501085,krgp,K4,1648341,74.54,200-210/115-135 days
501085,cwz,T4,2211352,100,70-90 days
501085,hsz,E2,2199073,99.44,0.5-5 days
501085,hsz,E1,12279,0.56,less than 0.5 days
501088,pktp,P5,2968453,100,50-60 days
501088,krgp,K5,593124,19.98,210-220/120-140 days
501088,krgp,K4,2375329,80.02,200-210/115-135 days
501088,cwz,T4,2968453,100,70-90 days
501088,hsz,E2,2968453,100,0.5-5 days
501095,pktp,P4,1603016,100,40-50 days
501095,krgp,K5,1603016,100,210-220/120-140 days
501095,cwz,T4,1603016,100,70-90 days
501095,hsz,E2,1603016,100,0.5-5 days
501094,pktp,P4,3585942,88.12,40-50 days
501094,pktp,P5,483443,11.88,50-60 days
501094,krgp,K5,235153,5.78,210-220/120-140 days
501094,krgp,K4,3834232,94.22,200-210/115-135 days
501094,cwz,T4,4069385,100,70-90 days
501094,hsz,E2,4069385,100,0.5-5 days
507018,pktp,P5,1558527,100,50-60 days
507018,krgp,K2,983453,63.1,180-190/115-125 days
507018,krgp,K1,575075,36.9,170-180/105-115 days
507018,cwz,T4,1045574,67.09,70-90 days
507018,cwz,T3,512953,32.91,50-70 days
507018,hsz,E2,1558527,100,0.5-5 days
507066,pktp,P5,4378509,100,50-60 days
507066,krgp,K3,1432088,32.71,190-200/115-135 days
507066,krgp,K2,2937844,67.1,180-190/115-125 days
507066,krgp,K1,8577,0.2,170-180/105-115 days
507066,cwz,T4,4378509,100,70-90 days
507066,hsz,E2,4378509,100,0.5-5 days
507056,pktp,P5,3599293,100,50-60 days
507056,krgp,K2,3599293,100,180-190/115-125 days
507056,cwz,T4,3599293,100,70-90 days
507056,hsz,E2,3599293,100,0.5-5 days
507037,pktp,P5,3186419,100,50-60 days
507037,krgp,K2,3186419,100,180-190/115-125 days
507037,cwz,T4,3186419,100,70-90 days
507037,hsz,E2,3186419,100,0.5-5 days
507088,pktp,P5,5155080,100,50-60 days
507088,krgp,K2,1982935,38.47,180-190/115-125 days
507088,krgp,K1,3172145,61.53,170-180/105-115 days
507088,cwz,T4,5155080,100,70-90 days
507088,hsz,E2,5155080,100,0.5-5 days
503813,pktp,P4,613401,33.82,40-50 days
503813,pktp,P5,1200389,66.18,50-60 days
503813,krgp,K3,1152463,63.54,190-200/115-135 days
503813,krgp,K4,661327,36.46,200-210/115-135 days
503813,cwz,T4,1813790,100,70-90 days
503813,hsz,E2,1813790,100,0.5-5 days
503847,pktp,P4,2361412,100,40-50 days
503847,krgp,K3,1707708,72.32,190-200/115-135 days
503847,krgp,K4,653704,27.68,200-210/115-135 days
503847,cwz,T4,2361412,100,70-90 days
503847,hsz,E2,2361412,100,0.5-5 days
503858,pktp,P4,1659316,100,40-50 days
503858,krgp,K4,1659316,100,200-210/115-135 days
503858,cwz,T4,1659316,100,70-90 days
503858,hsz,E2,1659316,100,0.5-5 days
503861,pktp,P4,1349418,94.2,40-50 days
503861,pktp,P5,83156,5.8,50-60 days
503861,krgp,K3,64844,4.53,190-200/115-135 days
503861,krgp,K4,1367730,95.47,200-210/115-135 days
503861,cwz,T4,1432575,100,70-90 days
503861,hsz,E2,1432575,100,0.5-5 days
503874,pktp,P4,2752440,100,40-50 days
503874,krgp,K3,1288351,46.81,190-200/115-135 days
503874,krgp,K4,1464089,53.19,200-210/115-135 days
503874,cwz,T4,2752440,100,70-90 days
503874,hsz,E2,2752440,100,0.5-5 days
506406,pktp,P4,1205917,44.75,40-50 days
506406,pktp,P5,1489145,55.25,50-60 days
506406,krgp,K3,2695062,100,190-200/115-135 days
506406,cwz,T4,2695062,100,70-90 days
506406,hsz,E2,2695062,100,0.5-5 days
506403,pktp,P5,3377329,100,50-60 days
506403,krgp,K3,1312192,38.85,190-200/115-135 days
506403,krgp,K2,2470,0.07,180-190/115-125 days
506403,krgp,K4,2062667,61.07,200-210/115-135 days
506403,cwz,T4,3377329,100,70-90 days
506403,hsz,E2,3377329,100,0.5-5 days
506428,pktp,P4,1818339,61.54,40-50 days
506428,pktp,P5,1136613,38.46,50-60 days
506428,krgp,K3,2722157,92.12,190-200/115-135 days
506428,krgp,K2,232796,7.88,180-190/115-125 days
506428,cwz,T4,2954953,100,70-90 days
506428,hsz,E2,2954953,100,0.5-5 days
506450,pktp,P4,338,0.01,40-50 days
506450,pktp,P5,3860488,99.99,50-60 days
506450,krgp,K3,1057595,27.39,190-200/115-135 days
506450,krgp,K2,2803231,72.61,180-190/115-125 days
506450,cwz,T4,3860826,100,70-90 days
506450,hsz,E2,3860826,100,0.5-5 days
506447,pktp,P5,5251289,100,50-60 days
506447,krgp,K3,128901,2.45,190-200/115-135 days
506447,krgp,K2,5122387,97.55,180-190/115-125 days
506447,cwz,T4,5251289,100,70-90 days
506447,hsz,E2,5251289,100,0.5-5 days
506460,pktp,P5,2748068,100,50-60 days
506460,krgp,K3,2329185,84.76,190-200/115-135 days
506460,krgp,K2,418883,15.24,180-190/115-125 days
506460,cwz,T4,2748068,100,70-90 days
506460,hsz,E2,2748068,100,0.5-5 days
506469,pktp,P5,5719677,100,50-60 days
506469,krgp,K2,5719677,100,180-190/115-125 days
506469,cwz,T4,5719677,100,70-90 days
506469,hsz,E2,5719677,100,0.5-5 days
506475,pktp,P4,287055,7.73,40-50 days
506475,pktp,P5,3427718,92.27,50-60 days
506475,krgp,K3,991771,26.7,190-200/115-135 days
506475,krgp,K2,2723002,73.3,180-190/115-125 days
506475,cwz,T4,3714773,100,70-90 days
506475,hsz,E2,3714773,100,0.5-5 days
506479,pktp,P5,2534143,100,50-60 days
506479,krgp,K2,2534143,100,180-190/115-125 days
506479,cwz,T4,2534143,100,70-90 days
506479,hsz,E2,2534143,100,0.5-5 days
506485,pktp,P5,2414544,100,50-60 days
506485,krgp,K3,857345,35.51,190-200/115-135 days
506485,krgp,K4,1557200,64.49,200-210/115-135 days
506485,cwz,T4,2414544,100,70-90 days
506485,hsz,E2,2414544,100,0.5-5 days
506486,pktp,P5,2397413,100,50-60 days
506486,krgp,K2,2397413,100,180-190/115-125 days
506486,cwz,T4,2397413,100,70-90 days
506486,hsz,E2,2397413,100,0.5-5 days
506909,pktp,P5,1361558,100,50-60 days
506909,krgp,K4,1361558,100,200-210/115-135 days
506909,cwz,T4,1361558,100,70-90 days
506909,hsz,E2,1361558,100,0.5-5 days
506915,pktp,P5,3036348,100,50-60 days
506915,krgp,K4,3036348,100,200-210/115-135 days
506915,cwz,T4,3036348,100,70-90 days
506915,hsz,E2,3036348,100,0.5-5 days
506941,pktp,P5,2534693,100,50-60 days
506941,krgp,K4,2534693,100,200-210/115-135 days
506941,cwz,T4,2534693,100,70-90 days
506941,hsz,E2,2534693,100,0.5-5 days
506955,pktp,P5,1713767,100,50-60 days
506955,krgp,K3,30597,1.79,190-200/115-135 days
506955,krgp,K4,1683170,98.21,200-210/115-135 days
506955,cwz,T4,1713767,100,70-90 days
506955,hsz,E2,1713767,100,0.5-5 days
506944,pktp,P5,3277012,100,50-60 days
506944,krgp,K5,79594,2.43,210-220/120-140 days
506944,krgp,K4,3197417,97.57,200-210/115-135 days
506944,cwz,T4,3277012,100,70-90 days
506944,hsz,E2,3277012,100,0.5-5 days
506963,pktp,P5,2912594,100,50-60 days
506963,krgp,K4,2912594,100,200-210/115-135 days
506963,cwz,T4,2912594,100,70-90 days
506963,hsz,E2,2912594,100,0.5-5 days
506991,pktp,P5,5186565,100,50-60 days
506991,krgp,K4,5186565,100,200-210/115-135 days
506991,cwz,T4,5186565,100,70-90 days
506991,hsz,E2,5186565,100,0.5-5 days
507605,pktp,P5,1812237,100,50-60 days
507605,krgp,K5,1247222,68.82,210-220/120-140 days
507605,krgp,K4,565014,31.18,200-210/115-135 days
507605,cwz,T4,1812237,100,70-90 days
507605,hsz,E2,1812237,100,0.5-5 days
507616,pktp,P4,837826,31.27,40-50 days
507616,pktp,P5,1841593,68.73,50-60 days
507616,krgp,K5,2338601,87.28,210-220/120-140 days
507616,krgp,K4,340818,12.72,200-210/115-135 days
507616,cwz,T4,2115669,78.96,70-90 days
507616,cwz,T3,563750,21.04,50-70 days
507616,hsz,E2,2679419,100,0.5-5 days
507622,pktp,P5,3760525,100,50-60 days
507622,krgp,K5,52509,1.4,210-220/120-140 days
507622,krgp,K4,3708017,98.6,200-210/115-135 days
507622,cwz,T4,3760525,100,70-90 days
507622,hsz,E2,3760525,100,0.5-5 days
507619,pktp,P5,1737612,100,50-60 days
507619,krgp,K4,1737612,100,200-210/115-135 days
507619,cwz,T4,1737612,100,70-90 days
507619,hsz,E2,1737612,100,0.5-5 days
507633,pktp,P5,1392055,100,50-60 days
507633,krgp,K4,1392055,100,200-210/115-135 days
507633,cwz,T4,1392055,100,70-90 days
507633,hsz,E2,1392055,100,0.5-5 days
507655,pktp,P5,4320789,100,50-60 days
507655,krgp,K5,4320789,100,210-220/120-140 days
507655,cwz,T4,4320789,100,70-90 days
507655,hsz,E2,4320789,100,0.5-5 days
507683,pktp,P4,695147,20.86,40-50 days
507683,pktp,P5,2637840,79.14,50-60 days
507683,krgp,K5,3332987,100,210-220/120-140 days
507683,cwz,T4,3306250,99.2,70-90 days
507683,cwz,T3,26737,0.8,50-70 days
507683,hsz,E2,3332987,100,0.5-5 days
507672,pktp,P5,3303809,100,50-60 days
507672,krgp,K5,1779793,53.87,210-220/120-140 days
507672,krgp,K4,1524016,46.13,200-210/115-135 days
507672,cwz,T4,3303809,100,70-90 days
507672,hsz,E2,3303809,100,0.5-5 days
508110,pktp,P5,2354427,100,50-60 days
508110,krgp,K4,2354427,100,200-210/115-135 days
508110,cwz,T4,2354427,100,70-90 days
508110,hsz,E2,2348795,99.76,0.5-5 days
508110,hsz,E3,5633,0.24,5-10 days
507639,pktp,P5,3384664,100,50-60 days
507639,krgp,K5,3196548,94.44,210-220/120-140 days
507639,krgp,K4,188116,5.56,200-210/115-135 days
507639,cwz,T4,3384664,100,70-90 days
507639,hsz,E2,3384664,100,0.5-5 days
508112,pktp,P5,3658378,100,50-60 days
508112,krgp,K3,2596648,70.98,190-200/115-135 days
508112,krgp,K2,941347,25.73,180-190/115-125 days
508112,krgp,K4,120383,3.29,200-210/115-135 days
508112,cwz,T4,3658378,100,70-90 days
508112,hsz,E2,3658378,100,0.5-5 days
508125,pktp,P5,1746258,100,50-60 days
508125,krgp,K4,1746258,100,200-210/115-135 days
508125,cwz,T4,1746258,100,70-90 days
508125,hsz,E2,483471,27.69,0.5-5 days
508125,hsz,E3,1262787,72.31,5-10 days
508131,pktp,P5,2585289,100,50-60 days
508131,krgp,K3,1302641,50.39,190-200/115-135 days
508131,krgp,K4,1282649,49.61,200-210/115-135 days
508131,cwz,T4,2585289,100,70-90 days
508131,hsz,E2,1085911,42,0.5-5 days
508131,hsz,E3,1499378,58,5-10 days
508134,pktp,P5,4910014,100,50-60 days
508134,krgp,K3,4567153,93.02,190-200/115-135 days
508134,krgp,K2,342861,6.98,180-190/115-125 days
508134,cwz,T4,4910014,100,70-90 days
508134,hsz,E2,4833549,98.44,0.5-5 days
508134,hsz,E3,76465,1.56,5-10 days
508182,pktp,P5,1959605,100,50-60 days
508182,krgp,K3,12917,0.66,190-200/115-135 days
508182,krgp,K4,1946688,99.34,200-210/115-135 days
508182,cwz,T4,1959605,100,70-90 days
508182,hsz,E2,1074266,54.82,0.5-5 days
508182,hsz,E3,885339,45.18,5-10 days
508153,pktp,P5,2058597,100,50-60 days
508153,krgp,K3,1233810,59.93,190-200/115-135 days
508153,krgp,K2,824787,40.07,180-190/115-125 days
508153,cwz,T4,2058597,100,70-90 days
508153,hsz,E2,1939781,94.23,0.5-5 days
508153,hsz,E3,118815,5.77,5-10 days
508172,pktp,P5,3046549,100,50-60 days
508172,krgp,K3,2329638,76.47,190-200/115-135 days
508172,krgp,K4,716911,23.53,200-210/115-135 days
508172,cwz,T4,3046549,100,70-90 days
508172,hsz,E2,262149,8.6,0.5-5 days
508172,hsz,E3,2784400,91.4,5-10 days
508194,pktp,P5,3817937,100,50-60 days
508194,krgp,K3,549428,14.39,190-200/115-135 days
508194,krgp,K2,3268510,85.61,180-190/115-125 days
508194,cwz,T4,3817937,100,70-90 days
508194,hsz,E2,3817937,100,0.5-5 days
508827,pktp,P5,3225929,100,50-60 days
508827,krgp,K5,546714,16.95,210-220/120-140 days
508827,krgp,K4,2679215,83.05,200-210/115-135 days
508827,cwz,T4,3225929,100,70-90 days
508827,hsz,E2,3188138,98.83,0.5-5 days
508827,hsz,E1,37790,1.17,less than 0.5 days
508811,pktp,P5,2092571,100,50-60 days
508811,krgp,K4,2092571,100,200-210/115-135 days
508811,cwz,T4,2092571,100,70-90 days
508811,hsz,E2,2092015,99.97,0.5-5 days
508811,hsz,E1,556,0.03,less than 0.5 days
508844,pktp,P5,1183578,100,50-60 days
508844,krgp,K4,1183578,100,200-210/115-135 days
508844,cwz,T4,1183578,100,70-90 days
508844,hsz,E2,1183578,100,0.5-5 days
508861,pktp,P5,2884376,100,50-60 days
508861,krgp,K5,83771,2.9,210-220/120-140 days
508861,krgp,K4,2800605,97.1,200-210/115-135 days
508861,cwz,T4,2884376,100,70-90 days
508861,hsz,E2,2884376,100,0.5-5 days
508850,pktp,P4,1767167,48.23,40-50 days
508850,pktp,P5,1896943,51.77,50-60 days
508850,krgp,K5,3664110,100,210-220/120-140 days
508850,cwz,T4,3664110,100,70-90 days
508850,hsz,E2,3664110,100,0.5-5 days
508878,pktp,P4,15359,0.47,40-50 days
508878,pktp,P5,3218871,99.53,50-60 days
508878,krgp,K5,1757998,54.36,210-220/120-140 days
508878,krgp,K4,1476233,45.64,200-210/115-135 days
508878,cwz,T4,3234231,100,70-90 days
508878,hsz,E2,3234231,100,0.5-5 days
508889,pktp,P5,2998576,100,50-60 days
508889,krgp,K4,2998576,100,200-210/115-135 days
508889,cwz,T4,2998576,100,70-90 days
508889,hsz,E2,2998576,100,0.5-5 days
508867,pktp,P5,4121454,100,50-60 days
508867,krgp,K4,4121454,100,200-210/115-135 days
508867,cwz,T4,4121454,100,70-90 days
508867,hsz,E2,4121454,100,0.5-5 days
552710,pktp,P4,2122643,100,40-50 days
552710,krgp,K3,2022793,95.3,190-200/115-135 days
552710,krgp,K4,99850,4.7,200-210/115-135 days
552710,cwz,T4,2122643,100,70-90 days
552710,hsz,E2,2122643,100,0.5-5 days
508894,pktp,P5,5390602,100,50-60 days
508894,krgp,K4,5390602,100,200-210/115-135 days
508894,cwz,T4,5390602,100,70-90 days
508894,hsz,E2,5390602,100,0.5-5 days
552717,pktp,P4,138059,3.03,40-50 days
552717,pktp,P5,4414838,96.97,50-60 days
552717,krgp,K3,1501428,32.98,190-200/115-135 days
552717,krgp,K2,3051469,67.02,180-190/115-125 days
552717,cwz,T5,4552897,100,90-100 days
552717,hsz,E2,4552897,100,0.5-5 days
552730,pktp,P3,472322,15.33,30-40 days
552730,pktp,P4,2608676,84.67,40-50 days
552730,krgp,K5,13191,0.43,210-220/120-140 days
552730,krgp,K3,2145557,69.64,190-200/115-135 days
552730,krgp,K4,922251,29.93,200-210/115-135 days
552730,cwz,T5,3080998,100,90-100 days
552730,hsz,E2,2070103,67.19,0.5-5 days
552730,hsz,E1,1010895,32.81,less than 0.5 days
552764,pktp,P3,29953,0.84,30-40 days
552764,pktp,P4,1722374,48.14,40-50 days
