upazila_code,type,param,area,percent,len
205133,pktp,P4,3344858,100,40-50 days
205133,krgp,K7,3344858,100,230-240/120-145 days
205133,cwz,T2,286722,8.57,40-50 days
205133,cwz,T3,3058135,91.43,50-70 days
205133,hsz,E1,3344858,100,less than 0.5 days
205165,pktp,P3,503792,29.74,30-40 days
205165,pktp,P4,1190096,70.26,40-50 days
205165,krgp,K6,1693888,100,220-230/120-145 days
205165,cwz,T3,1693888,100,50-70 days
205165,hsz,E1,1693888,100,less than 0.5 days
205173,pktp,P4,1576226,100,40-50 days
205173,krgp,K7,1576226,100,230-240/120-145 days
205173,cwz,T2,631589,40.07,40-50 days
205173,cwz,T3,944637,59.93,50-70 days
205173,hsz,E1,1576226,100,less than 0.5 days
205143,pktp,P4,4586601,100,40-50 days
205143,krgp,K6,2739176,59.72,220-230/120-145 days
205143,krgp,K7,1847425,40.28,230-240/120-145 days
205143,cwz,T2,1118693,24.39,40-50 days
205143,cwz,T3,3467908,75.61,50-70 days
205143,hsz,E1,4586601,100,less than 0.5 days
205158,pktp,P4,2430112,100,40-50 days
205158,krgp,K6,2430112,100,220-230/120-145 days
205158,cwz,T3,2430112,100,50-70 days
205158,hsz,E1,2430112,100,less than 0.5 days
207507,pktp,P3,1154708,48.87,30-40 days
207507,pktp,P4,1207917,51.13,40-50 days
207507,krgp,K6,340001,14.39,220-230/120-145 days
207507,krgp,K7,2022624,85.61,230-240/120-145 days
207507,cwz,T2,2355182,99.68,40-50 days
207507,cwz,T3,7443,0.32,50-70 days
207507,hsz,E1,2362626,100,less than 0.5 days
207510,pktp,P3,766899,55.63,30-40 days
207510,pktp,P4,611782,44.37,40-50 days
207510,krgp,K6,1378681,100,220-230/120-145 days
207510,cwz,T2,149810,10.87,40-50 days
207510,cwz,T3,1228871,89.13,50-70 days
207510,hsz,E1,1378681,100,less than 0.5 days
207521,pktp,P3,186898,6.55,30-40 days
207521,pktp,P4,2665557,93.45,40-50 days
207521,krgp,K7,2852455,100,230-240/120-145 days
207521,cwz,T2,1394286,48.88,40-50 days
207521,cwz,T3,1458169,51.12,50-70 days
207521,hsz,E1,2852455,100,less than 0.5 days
207536,pktp,P4,17711332,100,40-50 days
207536,krgp,K6,988609,5.58,220-230/120-145 days
207536,krgp,K7,16722723,94.42,230-240/120-145 days
207536,cwz,T2,17711332,100,40-50 days
207536,hsz,E1,17711332,100,less than 0.5 days
207580,pktp,P3,1601663,98.01,30-40 days
207580,pktp,P4,32516,1.99,40-50 days
207580,krgp,K6,570619,34.92,220-230/120-145 days
207580,krgp,K7,1063560,65.08,230-240/120-145 days
207580,cwz,T2,326280,19.97,40-50 days
207580,cwz,T3,1307899,80.03,50-70 days
207580,hsz,E1,1634179,100,less than 0.5 days
207547,pktp,P3,8199,0.51,30-40 days
207547,pktp,P4,1584489,99.49,40-50 days
207547,krgp,K7,1592688,100,230-240/120-145 days
207547,cwz,T2,1592688,100,40-50 days
207547,hsz,E1,1592688,100,less than 0.5 days
207587,pktp,P4,3400432,100,40-50 days
207587,krgp,K7,3400432,100,230-240/120-145 days
207587,cwz,T2,3365730,98.98,40-50 days
207587,cwz,T3,34702,1.02,50-70 days
207587,hsz,E1,3400432,100,less than 0.5 days
207583,pktp,P3,2132107,98.4,30-40 days
207583,pktp,P4,34610,1.6,40-50 days
207583,krgp,K6,2055818,94.88,220-230/120-145 days
207583,krgp,K7,110899,5.12,230-240/120-145 days
207583,cwz,T2,1008009,46.52,40-50 days
207583,cwz,T3,1158708,53.48,50-70 days
207583,hsz,E1,2166717,100,less than 0.5 days
207585,pktp,P4,6115089,100,40-50 days
207585,krgp,K7,6115089,100,230-240/120-145 days
207585,cwz,T2,6115089,100,40-50 days
207585,hsz,E1,6115089,100,less than 0.5 days
208421,pktp,P4,8437343,100,40-50 days
208421,krgp,K6,8437343,100,220-230/120-145 days
208421,cwz,T3,8437343,100,50-70 days
208421,hsz,E1,8437343,100,less than 0.5 days
208407,pktp,P4,18877271,100,40-50 days
208407,krgp,K6,18877271,100,220-230/120-145 days
208407,cwz,T4,99130,0.53,70-90 days
208407,cwz,T3,18778141,99.47,50-70 days
208407,hsz,E1,18877271,100,less than 0.5 days
208429,pktp,P4,9569794,100,40-50 days
208429,krgp,K6,9569794,100,220-230/120-145 days
208429,cwz,T2,1929139,20.16,40-50 days
208429,cwz,T3,7640655,79.84,50-70 days
208429,hsz,E1,9569794,100,less than 0.5 days
208447,pktp,P4,8202416,100,40-50 days
208447,krgp,K6,8202416,100,220-230/120-145 days
208447,cwz,T3,8202416,100,50-70 days
208447,hsz,E1,8202416,100,less than 0.5 days
208436,pktp,P4,2482344,100,40-50 days
208436,krgp,K6,2482344,100,220-230/120-145 days
208436,cwz,T3,2482344,100,50-70 days
208436,hsz,E1,2482344,100,less than 0.5 days
208425,pktp,P4,3068425,100,40-50 days
208425,krgp,K6,3068425,100,220-230/120-145 days
208425,cwz,T3,3068425,100,50-70 days
208425,hsz,E1,3068425,100,less than 0.5 days
208458,pktp,P4,6279968,100,40-50 days
208458,krgp,K6,6279968,100,220-230/120-145 days
208458,cwz,T3,6279968,100,50-70 days
208458,hsz,E1,6279968,100,less than 0.5 days
208478,pktp,P4,1454781,100,40-50 days
208478,krgp,K6,1454781,100,220-230/120-145 days
208478,cwz,T3,1454781,100,50-70 days
208478,hsz,E1,1454781,100,less than 0.5 days
208475,pktp,P4,4274084,100,40-50 days
208475,krgp,K6,4274084,100,220-230/120-145 days
208475,cwz,T3,4274084,100,50-70 days
208475,hsz,E1,4274084,100,less than 0.5 days
208487,pktp,P4,6067424,100,40-50 days
208487,krgp,K6,6067424,100,220-230/120-145 days
208487,cwz,T3,6067424,100,50-70 days
208487,hsz,E1,6067424,100,less than 0.5 days
302618,pktp,P4,1834024,100,40-50 days
302618,krgp,K6,1834024,100,220-230/120-145 days
302618,cwz,T3,1834024,100,50-70 days
302618,hsz,E1,1834024,100,less than 0.5 days
302614,pktp,P4,3098529,100,40-50 days
302614,krgp,K5,398270,12.85,210-220/120-140 days
302614,krgp,K6,2700259,87.15,220-230/120-145 days
302614,cwz,T4,29929,0.97,70-90 days
302614,cwz,T3,3068600,99.03,50-70 days
302614,hsz,E2,168137,5.43,0.5-5 days
302614,hsz,E1,2930392,94.57,less than 0.5 days
302638,pktp,P4,2324385,100,40-50 days
302638,krgp,K6,2324385,100,220-230/120-145 days
302638,cwz,T3,2324385,100,50-70 days
302638,hsz,E1,2324385,100,less than 0.5 days
302662,pktp,P4,3136180,100,40-50 days
302662,krgp,K6,3136180,100,220-230/120-145 days
302662,cwz,T3,3136180,100,50-70 days
302662,hsz,E1,3136180,100,less than 0.5 days
302672,pktp,P4,3616921,100,40-50 days
302672,krgp,K6,3616921,100,220-230/120-145 days
302672,cwz,T3,3616921,100,50-70 days
302672,hsz,E1,3616921,100,less than 0.5 days
302903,pktp,P4,1326427,100,40-50 days
302903,krgp,K5,1326427,100,210-220/120-140 days
302903,cwz,T3,1326427,100,50-70 days
302903,hsz,E2,1326427,100,0.5-5 days
302910,pktp,P4,2145230,100,40-50 days
302910,krgp,K6,2145230,100,220-230/120-145 days
302910,cwz,T3,2145230,100,50-70 days
302910,hsz,E1,2145230,100,less than 0.5 days
302918,pktp,P4,2765981,100,40-50 days
302918,krgp,K5,1884127,68.12,210-220/120-140 days
302918,krgp,K6,881854,31.88,220-230/120-145 days
302918,cwz,T3,2765981,100,50-70 days
302918,hsz,E2,2765878,100,0.5-5 days
302918,hsz,E1,103,0,less than 0.5 days
302921,pktp,P4,1313342,100,40-50 days
302921,krgp,K6,1313342,100,220-230/120-145 days
302921,cwz,T3,1313342,100,50-70 days
302921,hsz,E1,1313342,100,less than 0.5 days
302947,pktp,P4,3761197,100,40-50 days
302947,krgp,K6,3761197,100,220-230/120-145 days
302947,cwz,T3,3761197,100,50-70 days
302947,hsz,E2,250277,6.65,0.5-5 days
302947,hsz,E1,3510920,93.35,less than 0.5 days
302956,pktp,P4,2302734,100,40-50 days
302956,krgp,K5,579624,25.17,210-220/120-140 days
302956,krgp,K6,1723110,74.83,220-230/120-145 days
302956,cwz,T4,124253,5.4,70-90 days
302956,cwz,T3,2178481,94.6,50-70 days
302956,hsz,E2,2302734,100,0.5-5 days
302962,pktp,P4,1957197,100,40-50 days
302962,krgp,K6,1957197,100,220-230/120-145 days
302962,cwz,T3,1957197,100,50-70 days
302962,hsz,E2,90316,4.61,0.5-5 days
302962,hsz,E1,1866881,95.39,less than 0.5 days
302984,pktp,P4,3490413,100,40-50 days
302984,krgp,K6,3490413,100,220-230/120-145 days
302984,cwz,T3,3490413,100,50-70 days
302984,hsz,E1,3490413,100,less than 0.5 days
303331,pktp,P4,4076115,100,40-50 days
303331,krgp,K6,4076115,100,220-230/120-145 days
303331,cwz,T3,4076115,100,50-70 days
303331,hsz,E1,4076115,100,less than 0.5 days
302990,pktp,P4,1879753,100,40-50 days
302990,krgp,K5,14283,0.76,210-220/120-140 days
302990,krgp,K6,1865470,99.24,220-230/120-145 days
302990,cwz,T3,1879753,100,50-70 days
302990,hsz,E2,1305694,69.46,0.5-5 days
302990,hsz,E1,574060,30.54,less than 0.5 days
303330,pktp,P4,1347661,100,40-50 days
303330,krgp,K6,1347661,100,220-230/120-145 days
303330,cwz,T3,1347661,100,50-70 days
303330,hsz,E1,1347661,100,less than 0.5 days
303332,pktp,P4,3066973,100,40-50 days
303332,krgp,K6,3066973,100,220-230/120-145 days
303332,cwz,T3,3066973,100,50-70 days
303332,hsz,E1,3066973,100,less than 0.5 days
303334,pktp,P4,2817687,100,40-50 days
303334,krgp,K6,2817687,100,220-230/120-145 days
303334,cwz,T3,2817687,100,50-70 days
303334,hsz,E1,2817687,100,less than 0.5 days
303336,pktp,P4,4594687,100,40-50 days
303336,krgp,K6,2555970,55.63,220-230/120-145 days
303336,krgp,K7,2038718,44.37,230-240/120-145 days
303336,cwz,T3,4594687,100,50-70 days
303336,hsz,E1,4594687,100,less than 0.5 days
303532,pktp,P4,90604,79.04,40-50 days
303532,pktp,P5,24025,20.96,50-60 days
303532,krgp,K5,98692,86.1,210-220/120-140 days
303532,krgp,K6,15936,13.9,220-230/120-145 days
303532,cwz,T3,114628,100,50-70 days
303532,hsz,E2,35921,31.34,0.5-5 days
303532,hsz,E1,78707,68.66,less than 0.5 days
303386,pktp,P4,4510083,100,40-50 days
303386,krgp,K6,4212490,93.4,220-230/120-145 days
303386,krgp,K7,297594,6.6,230-240/120-145 days
303386,cwz,T4,134098,2.97,70-90 days
303386,cwz,T3,4375985,97.03,50-70 days
303386,hsz,E1,4510083,100,less than 0.5 days
303551,pktp,P4,4688345,100,40-50 days
303551,krgp,K5,1014234,21.63,210-220/120-140 days
303551,krgp,K6,3674110,78.37,220-230/120-145 days
303551,cwz,T3,4688345,100,50-70 days
303551,hsz,E1,4688345,100,less than 0.5 days
303543,pktp,P4,2839610,99.76,40-50 days
303543,pktp,P5,6831,0.24,50-60 days
303543,krgp,K5,2768613,97.27,210-220/120-140 days
303543,krgp,K6,77828,2.73,220-230/120-145 days
303543,cwz,T3,2846441,100,50-70 days
303543,hsz,E2,2188883,76.9,0.5-5 days
303543,hsz,E1,657558,23.1,less than 0.5 days
303558,pktp,P4,3115043,100,40-50 days
303558,krgp,K5,270011,8.67,210-220/120-140 days
303558,krgp,K6,2845032,91.33,220-230/120-145 days
303558,cwz,T3,3115043,100,50-70 days
303558,hsz,E2,280891,9.02,0.5-5 days
303558,hsz,E1,2834152,90.98,less than 0.5 days
303591,pktp,P4,1416170,86.04,40-50 days
303591,pktp,P5,229759,13.96,50-60 days
303591,krgp,K5,1645929,100,210-220/120-140 days
303591,cwz,T3,1645929,100,50-70 days
303591,hsz,E1,1645929,100,less than 0.5 days
304802,pktp,P3,61025,100,30-40 days
304802,krgp,K9,7054,11.56,250-260/135-150 days
304802,krgp,K8,48084,78.79,240-250/135-150 days
304802,krgp,K7,5887,9.65,230-240/120-145 days
304802,cwz,T4,61025,100,70-90 days
304802,hsz,E1,61025,100,less than 0.5 days
304806,pktp,P3,1849988,100,30-40 days
304806,krgp,K8,60885,3.29,240-250/135-150 days
304806,krgp,K7,1789103,96.71,230-240/120-145 days
304806,cwz,T4,442173,23.9,70-90 days
304806,cwz,T3,1407816,76.1,50-70 days
304806,hsz,E1,1849988,100,less than 0.5 days
304811,pktp,P3,23678,100,30-40 days
