upazila_code,type,category,area,ord
400138,texture,Loam,1492.48,3
400138,texture,Clay Loam,5783.42,4
400138,texture,Clay,863.62,5
400138,consistency,Friable,1020.09,2
400138,consistency,Firm,7119.44,3
400138,drainage,Imperfectly Drained,341.76,3
400138,drainage,Poorly Drained,7797.76,4
400138,reaction,Neutral,1659.15,4
400138,reaction,Moderately Alkaline,6480.37,5
400138,moisture,Low,4551.63,1
400138,moisture,Medium,2567.81,2
400138,moisture,High,1020.09,3
400138,salinity,Very Slightly Saline,805.38,2
400138,salinity,Slightly Saline,7174.58,3
400138,salinity,Moderately Saline,159.56,4
400138,recession,Very Early,473.76,1
400138,recession,Early,500.35,2
400138,recession,Normal,2476.25,3
400138,recession,Late,4689.17,4
400138,relief,Level,8139.52,
400156,landtype,High Land,1203.53,
400156,landtype,Medium High Land-1,1122.88,
400156,landtype,Medium High Land-2,4041.18,
400156,landtype,Medium Low Land,4671.58,
400156,landtype,Low land,2906.73,
400156,texture,Loam,3297.17,3
400156,texture,Clay Loam,2494.87,4
400156,texture,Clay,8153.86,5
400156,consistency,Friable,3297.17,2
400156,consistency,Firm,10648.73,3
400156,drainage,Imperfectly Drained,1203.53,3
400156,drainage,Poorly Drained,7016.26,4
400156,drainage,Very Poorly Drained,5726.1,5
400156,reaction,Neutral,9087.76,4
400156,reaction,Moderately Alkaline,4858.14,5
400156,moisture,Low,2427.76,1
400156,moisture,Medium,2494.87,2
400156,moisture,High,3297.17,3
400156,moisture,Very High,5726.1,4
400156,salinity,Non Saline,4299.12,1
400156,salinity,Very Slightly Saline,880.66,2
400156,salinity,Slightly Saline,4802.18,3
400156,salinity,Moderately Saline,2274.04,4
400156,salinity,Extremely Saline,1689.9,6
400156,recession,Very Early,1203.53,1
400156,recession,Early,2143.74,2
400156,recession,Normal,1492.63,3
400156,recession,Late,3379.9,4
400156,recession,Very Late,5726.1,5
400156,relief,Level,13945.9,
400177,landtype,High Land,5.72,
400177,landtype,Medium High Land-1,1886.81,
400177,landtype,Medium High Land-2,6699.7,
400177,texture,Loam,38.46,3
400177,texture,Clay Loam,5855.93,4
400177,texture,Clay,2697.84,5
400177,consistency,Friable,38.46,2
400177,consistency,Firm,8553.77,3
400177,drainage,Imperfectly Drained,5.72,3
400177,drainage,Poorly Drained,8586.51,4
400177,reaction,Moderately Acidic,6637.95,3
400177,reaction,Moderately Alkaline,1954.28,5
400177,moisture,Low,2697.84,1
400177,moisture,Medium,5855.93,2
400177,moisture,High,38.46,3
400177,salinity,Non Saline,173.45,1
400177,salinity,Slightly Saline,2486.67,3
400177,salinity,Moderately Saline,56.47,4
400177,salinity,Strongly Saline,5875.64,5
400177,recession,Very Early,5.72,1
400177,recession,Early,1692.94,2
400177,recession,Normal,6893.58,3
400177,relief,Level,8592.23,
400173,landtype,High Land,531.91,
400173,landtype,Medium High Land-1,4078.27,
400173,landtype,Medium High Land-2,13669.12,
400173,texture,Loam,307.26,3
400173,texture,Clay Loam,7659.73,4
400173,texture,Clay,10312.32,5
400173,consistency,Friable,307.26,2
400173,consistency,Firm,17972.05,3
400173,drainage,Imperfectly Drained,531.91,3
400173,drainage,Poorly Drained,17747.4,4
400173,reaction,Moderately Acidic,156.64,3
400173,reaction,Neutral,334.32,4
400173,reaction,Moderately Alkaline,17788.34,5
400173,moisture,Low,10312.32,1
400173,moisture,Medium,7659.73,2
400173,moisture,High,307.26,3
400173,salinity,Slightly Saline,561.06,3
400173,salinity,Strongly Saline,153.41,5
400173,salinity,Extremely Saline,17564.84,6
400173,recession,Very Early,531.91,1
400173,recession,Early,336.7,2
400173,recession,Normal,9411.11,3
400173,recession,Late,7252.8,4
400173,recession,Very Late,746.78,5
400173,relief,Level,17865.06,
400173,relief,Slightly Undulating,414.25,
400160,landtype,High Land,144.08,
400160,landtype,Medium High Land-1,5582.78,
400160,landtype,Medium High Land-2,21861.6,
400160,landtype,Medium Low Land,249.42,
400160,texture,Loam,2026.99,3
400160,texture,Clay Loam,13900.7,4
400160,texture,Clay,11910.19,5
400160,consistency,Friable,3220.96,2
400160,consistency,Firm,24616.92,3
400160,drainage,Imperfectly Drained,144.08,3
400160,drainage,Poorly Drained,27693.81,4
400160,reaction,Strongly Acidic,2788.08,2
400160,reaction,Moderately Acidic,10267.28,3
400160,reaction,Neutral,14782.52,4
400160,moisture,Low,11109.25,1
400160,moisture,Medium,13507.67,2
400160,moisture,High,3220.96,3
400160,salinity,Slightly Saline,2698.4,3
400160,salinity,Moderately Saline,1246.02,4
400160,salinity,Strongly Saline,77.48,5
400160,salinity,Extremely Saline,23815.98,6
400160,recession,Very Early,144.08,1
400160,recession,Early,10631.02,2
400160,recession,Normal,14025.28,3
400160,recession,Late,3037.51,4
400160,relief,Level,27460.14,
400160,relief,Slightly Undulating,377.75,
401807,landtype,High Land,17293.05,
401807,landtype,Medium High Land-1,1418.28,
401807,landtype,Medium High Land-2,9593.5,
401807,landtype,Medium Low Land,1574.66,
401807,texture,Loam,13994.74,3
401807,texture,Clay Loam,3435.96,4
401807,texture,Clay,12448.79,5
401807,consistency,Friable,17430.7,2
401807,consistency,Firm,12448.79,3
401807,drainage,Imperfectly Drained,17293.05,3
401807,drainage,Poorly Drained,12586.44,4
401807,reaction,Moderately Alkaline,29879.49,5
401807,moisture,Low,3914.76,1
401807,moisture,Medium,8534.03,2
401807,moisture,High,17430.7,3
401807,salinity,Non Saline,29879.49,1
401807,recession,Very Early,17293.05,1
401807,recession,Early,8013.27,2
401807,recession,Normal,2998.51,3
401807,recession,Late,1574.66,4
401807,relief,Level,29879.49,
400158,landtype,Medium High Land-1,2719.56,
400158,landtype,Medium High Land-2,9724.01,
400158,landtype,Medium Low Land,147.93,
400158,texture,Loam,10.08,3
400158,texture,Clay Loam,1855.88,4
400158,texture,Clay,10725.54,5
400158,consistency,Friable,10.08,2
400158,consistency,Firm,12581.42,3
400158,drainage,Poorly Drained,12591.5,4
400158,reaction,Neutral,12591.5,4
400158,moisture,Low,10725.54,1
400158,moisture,Medium,1855.88,2
400158,moisture,High,10.08,3
400158,salinity,Extremely Saline,12591.5,6
400158,recession,Early,10.08,2
400158,recession,Normal,470.89,3
400158,recession,Late,12110.53,4
400158,relief,Level,12591.5,
401823,landtype,High Land,11087.79,
401823,landtype,Medium High Land-1,1155.29,
401823,landtype,Medium High Land-2,8612.68,
401823,landtype,Medium Low Land,2171.07,
401823,texture,Loam,5203.32,3
401823,texture,Clay Loam,8710.73,4
401823,texture,Clay,9112.78,5
401823,consistency,Friable,11885.71,2
401823,consistency,Firm,11141.12,3
401823,drainage,Imperfectly Drained,11087.79,3
401823,drainage,Poorly Drained,11939.04,4
401823,reaction,Neutral,11614,4
401823,reaction,Moderately Alkaline,11412.84,5
401823,moisture,Low,2492.44,1
401823,moisture,Medium,9040.67,2
401823,moisture,High,11493.72,3
401823,salinity,Non Saline,23026.84,1
401823,recession,Very Early,11087.79,1
401823,recession,Early,3875.31,2
401823,recession,Normal,6249.33,3
401823,recession,Late,1814.4,4
401823,relief,Level,23026.84,
401831,landtype,High Land,10354.48,
401831,landtype,Medium High Land-1,1366.7,
401831,landtype,Medium High Land-2,9010.43,
401831,landtype,Medium Low Land,2401.2,
401831,landtype,Low land,46.52,
401831,texture,Loam,4963.99,3
401831,texture,Clay Loam,4416.3,4
401831,texture,Clay,13799.04,5
401831,consistency,Friable,9380.29,2
401831,consistency,Firm,13799.04,3
401831,drainage,Imperfectly Drained,12705.06,3
401831,drainage,Poorly Drained,10399.99,4
401831,drainage,Very Poorly Drained,74.29,5
401831,reaction,Neutral,5008.76,4
401831,reaction,Moderately Alkaline,18170.57,5
401831,moisture,Low,5852.4,1
401831,moisture,Medium,5807.32,2
401831,moisture,High,11519.61,3
401831,salinity,Non Saline,23179.34,1
401831,recession,Very Early,10354.48,1
401831,recession,Early,6853.82,2
401831,recession,Normal,3621.06,3
401831,recession,Late,2275.7,4
401831,recession,Very Late,74.29,5
401831,relief,Level,23179.34,
401855,landtype,High Land,8415.76,
401855,landtype,Medium High Land-1,1196.6,
401855,landtype,Medium High Land-2,5666.56,
401855,landtype,Medium Low Land,875.89,
401855,landtype,Low land,145.02,
401855,texture,Loam,3103.18,3
401855,texture,Clay Loam,9512.16,4
401855,texture,Clay,3684.49,5
401855,consistency,Friable,7182.56,2
401855,consistency,Firm,9117.27,3
401855,drainage,Imperfectly Drained,8415.76,3
401855,drainage,Poorly Drained,7730.05,4
401855,drainage,Very Poorly Drained,154.03,5
401855,reaction,Neutral,7132.74,4
401855,reaction,Moderately Alkaline,9167.09,5
401855,moisture,Low,3530.46,1
401855,moisture,Medium,5432.79,2
401855,moisture,High,7182.56,3
401855,moisture,Very High,154.03,4
401855,salinity,Non Saline,16299.83,1
401855,recession,Very Early,8415.76,1
401855,recession,Early,3936.85,2
401855,recession,Normal,2926.31,3
401855,recession,Late,866.89,4
401855,recession,Very Late,154.03,5
401855,relief,Level,12805.31,
401855,relief,Slightly Undulating,3494.52,
404104,landtype,High Land,2435.16,
404104,landtype,Medium High Land-1,844.49,
404104,landtype,Medium High Land-2,6173.61,
404104,landtype,Medium Low Land,5774.11,
404104,landtype,Low land,2323.59,
404104,texture,Loam,786.11,3
404104,texture,Clay Loam,3854.69,4
404104,texture,Clay,12910.16,5
404104,consistency,Friable,786.11,2
404104,consistency,Firm,16764.85,3
404104,drainage,Imperfectly Drained,2435.16,3
404104,drainage,Poorly Drained,13460.5,4
404104,drainage,Very Poorly Drained,1655.3,5
404104,reaction,Moderately Acidic,2578.43,3
404104,reaction,Neutral,2093.93,4
404104,reaction,Moderately Alkaline,12878.6,5
404104,moisture,Low,7333.9,1
404104,moisture,Medium,4034.22,2
404104,moisture,High,4401.62,3
404104,moisture,Very High,1781.22,4
404104,salinity,Non Saline,6599.08,1
404104,salinity,Very Slightly Saline,715.74,2
404104,salinity,Slightly Saline,8475.97,3
404104,salinity,Moderately Saline,1032.5,4
404104,salinity,Extremely Saline,727.67,6
404104,recession,Very Early,2435.16,1
404104,recession,Early,6000.68,2
404104,recession,Normal,1017.42,3
404104,recession,Late,6316.48,4
404104,recession,Very Late,1781.22,5
404104,relief,Level,17550.96,
404109,landtype,High Land,6197.99,
404109,landtype,Medium High Land-1,1174.64,
404109,landtype,Medium High Land-2,10438.96,
404109,landtype,Medium Low Land,1963.88,
404109,texture,Loam,1242.16,3
404109,texture,Clay Loam,2549.28,4
404109,texture,Clay,15984.04,5
404109,consistency,Friable,3791.44,2
404109,consistency,Firm,15984.04,3
404109,drainage,Imperfectly Drained,6197.99,3
404109,drainage,Poorly Drained,13366.54,4
404109,drainage,Very Poorly Drained,210.95,5
404109,reaction,Neutral,395.46,4
404109,reaction,Moderately Alkaline,19380.02,5
404109,moisture,Low,9600.51,1
404109,moisture,Medium,6172.58,2
404109,moisture,High,3791.44,3
404109,moisture,Very High,210.95,4
404109,salinity,Non Saline,19775.48,1
404109,recession,Very Early,6197.99,1
404109,recession,Early,3766.03,2
404109,recession,Normal,7847.57,3
404109,recession,Late,1752.93,4
404109,recession,Very Late,210.95,5
404109,relief,Level,19775.48,
404147,landtype,High Land,14912.14,
404147,landtype,Medium High Land-1,2148.05,
404147,landtype,Medium High Land-2,12678.41,
404147,landtype,Medium Low Land,2216.84,
404147,landtype,Low land,905.25,
404147,texture,Loam,4135.95,3
404147,texture,Clay Loam,11186.64,4
404147,texture,Clay,17538.1,5
404147,consistency,Friable,15322.59,2
404147,consistency,Firm,17538.1,3
404147,drainage,Imperfectly Drained,14912.14,3
404147,drainage,Poorly Drained,17043.3,4
404147,drainage,Very Poorly Drained,905.25,5
404147,reaction,Moderately Acidic,943.62,3
404147,reaction,Neutral,9309.73,4
404147,reaction,Moderately Alkaline,22607.34,5
404147,moisture,Low,3831,1
404147,moisture,Medium,8625.86,2
404147,moisture,High,19498.59,3
404147,moisture,Very High,905.25,4
404147,salinity,Non Saline,32860.7,1
404147,recession,Very Early,14912.14,1
404147,recession,Early,9036.31,2
404147,recession,Normal,5790.16,3
404147,recession,Late,2216.84,4
404147,recession,Very Late,905.25,5
404147,relief,Level,32419.47,
404147,relief,Slightly Undulating,441.22,
404123,landtype,High Land,10928.21,
404123,landtype,Medium High Land-1,1617.76,
404123,landtype,Medium High Land-2,6668.92,
404123,landtype,Medium Low Land,2200.39,
404123,landtype,Low land,906.79,
404123,texture,Sandy Loam ,564.19,2
404123,texture,Loam,6780.43,3
404123,texture,Clay Loam,5829.75,4
404123,texture,Clay,9147.69,5
404123,consistency,Friable,7344.62,2
404123,consistency,Firm,14977.45,3
404123,drainage,Moderately Well Drained,1931.03,2
404123,drainage,Imperfectly Drained,8997.18,3
404123,drainage,Poorly Drained,11219.43,4
404123,drainage,Very Poorly Drained,174.42,5
404123,reaction,Moderately Acidic,267.6,3
404123,reaction,Neutral,3219.78,4
404123,reaction,Moderately Alkaline,18834.68,5
404123,moisture,Low,4460.78,1
404123,moisture,Medium,6726.93,2
404123,moisture,High,10959.93,3
404123,moisture,Very High,174.42,4
404123,salinity,Non Saline,21993.4,1
404123,salinity,Very Slightly Saline,328.67,2
404123,recession,Very Early,10928.21,1
404123,recession,Early,7128.56,2
404123,recession,Normal,1158.11,3
404123,recession,Late,2932.76,4
404123,recession,Very Late,174.42,5
404123,relief,Level,19561.52,
404123,relief,Slightly Undulating,2760.55,
404111,landtype,High Land,10730.34,
404111,landtype,Medium High Land-1,1589.5,
404111,landtype,Medium High Land-2,7769.98,
404111,landtype,Medium Low Land,1680.3,
404111,landtype,Low land,191.91,
404111,texture,Loam,4546.48,3
404111,texture,Clay Loam,5732.96,4
404111,texture,Clay,11682.59,5
404111,consistency,Friable,9824.56,2
404111,consistency,Firm,12137.48,3
404111,drainage,Imperfectly Drained,10730.34,3
404111,drainage,Poorly Drained,11039.78,4
404111,drainage,Very Poorly Drained,191.91,5
404111,reaction,Moderately Alkaline,21962.04,5
404111,moisture,Low,1680.3,1
404111,moisture,Medium,9810.38,2
404111,moisture,High,10279.44,3
404111,moisture,Very High,191.91,4
404111,salinity,Non Saline,21962.04,1
404111,recession,Very Early,10730.34,1
404111,recession,Early,9359.48,2
404111,recession,Late,1680.3,4
404111,recession,Very Late,191.91,5
404111,relief,Level,14015.05,
404111,relief,Slightly Undulating,7946.98,
404138,landtype,High Land,7705.01,
404138,landtype,Medium High Land-1,1385.41,
404138,landtype,Medium High Land-2,7261.19,
404138,landtype,Medium Low Land,4054.25,
404138,landtype,Low land,614.65,
404138,texture,Loam,4811.72,3
404138,texture,Clay Loam,2813.46,4
404138,texture,Clay,13395.32,5
404138,consistency,Friable,7625.19,2
404138,consistency,Firm,13395.32,3
404138,drainage,Imperfectly Drained,7705.01,3
404138,drainage,Poorly Drained,11825.94,4
404138,drainage,Very Poorly Drained,1489.56,5
404138,reaction,Extremely Acidic,194.15,1
404138,reaction,Strongly Acidic,251.23,2
404138,reaction,Neutral,3032.54,4
404138,reaction,Moderately Alkaline,17542.59,5
404138,moisture,Low,4648.03,1
404138,moisture,Medium,7257.73,2
404138,moisture,High,7625.19,3
404138,moisture,Very High,1489.56,4
404138,salinity,Non Saline,18111.78,1
404138,salinity,Very Slightly Saline,1452.91,2
404138,salinity,Slightly Saline,1455.81,3
404138,recession,Very Early,7705.01,1
404138,recession,Early,7177.91,2
404138,recession,Normal,1468.7,3
404138,recession,Late,3179.33,4
404138,recession,Very Late,1489.56,5
404138,relief,Level,12378.9,
404138,relief,Slightly Undulating,8641.61,
404161,landtype,High Land,8049.23,
404161,landtype,Medium High Land-1,2392.81,
404161,landtype,Medium High Land-2,13814.44,
404161,landtype,Medium Low Land,3779.75,
404161,landtype,Low land,898.47,
404161,texture,Loam,2603.14,3
404161,texture,Clay Loam,4567.75,4
404161,texture,Clay,21763.83,5
404161,consistency,Friable,7170.89,2
404161,consistency,Firm,21763.83,3
404161,drainage,Imperfectly Drained,8049.23,3
404161,drainage,Poorly Drained,17825.41,4
404161,drainage,Very Poorly Drained,3060.08,5
404161,reaction,Moderately Acidic,1349.84,3
404161,reaction,Neutral,15115.93,4
404161,reaction,Moderately Alkaline,12468.95,5
404161,moisture,Low,5851.6,1
404161,moisture,Medium,12852.15,2
404161,moisture,High,7170.89,3
404161,moisture,Very High,3060.08,4
404161,salinity,Non Saline,17466.78,1
404161,salinity,Very Slightly Saline,8637.93,2
404161,salinity,Slightly Saline,2765.54,3
404161,salinity,Extremely Saline,64.47,6
404161,recession,Very Early,8049.23,1
404161,recession,Early,11973.81,2
404161,recession,Normal,4233.45,3
404161,recession,Late,1618.15,4
404161,recession,Very Late,3060.08,5
404161,relief,Level,28934.72,
404414,landtype,High Land,6244.38,
404414,landtype,Medium High Land-1,942.54,
404414,landtype,Medium High Land-2,7092.56,
404414,landtype,Medium Low Land,362.41,
404414,texture,Loam,1651.13,3
404414,texture,Clay Loam,3479.25,4
404414,texture,Clay,9511.5,5
404414,consistency,Friable,5130.38,2
404414,consistency,Firm,9511.5,3
404414,drainage,Imperfectly Drained,4941.17,3
404414,drainage,Poorly Drained,9598.22,4
404414,drainage,Very Poorly Drained,102.5,5
404414,reaction,Neutral,4435.44,4
404414,reaction,Moderately Alkaline,10206.44,5
404414,moisture,Low,2395.56,1
404414,moisture,Medium,7013.45,2
404414,moisture,High,5130.38,3
404414,moisture,Very High,102.5,4
404414,salinity,Non Saline,14641.88,1
404414,recession,Very Early,6244.38,1
404414,recession,Early,5899.45,2
404414,recession,Normal,2135.65,3
404414,recession,Late,259.91,4
404414,recession,Very Late,102.5,5
404414,relief,Level,13512.42,
404414,relief,Slightly Undulating,1129.47,
404190,landtype,High Land,5137.38,
404190,landtype,Medium High Land-1,1269.18,
404190,landtype,Medium High Land-2,9305.49,
404190,landtype,Medium Low Land,7551.21,
404190,landtype,Low land,945.56,
404190,texture,Loam,3986.35,3
404190,texture,Clay,20222.47,5
404190,consistency,Friable,6208.85,2
404190,consistency,Firm,17999.96,3
404190,drainage,Imperfectly Drained,5885.57,3
404190,drainage,Poorly Drained,18188.24,4
404190,drainage,Very Poorly Drained,135.01,5
404190,reaction,Moderately Acidic,748.19,3
404190,reaction,Neutral,19757.95,4
404190,reaction,Moderately Alkaline,3702.68,5
404190,moisture,Low,9864.34,1
404190,moisture,Medium,10358.13,2
404190,moisture,High,3986.35,3
404190,salinity,Non Saline,23909.54,1
404190,salinity,Very Slightly Saline,164.26,2
404190,salinity,Moderately Saline,135.01,4
404190,recession,Very Early,5137.38,1
404190,recession,Early,9207.1,2
404190,recession,Normal,1531.83,3
404190,recession,Late,8197.5,4
404190,recession,Very Late,135.01,5
404190,relief,Level,24208.82,
404442,landtype,High Land,5327.22,
404442,landtype,Medium High Land-1,726.28,
404442,landtype,Medium High Land-2,4534.25,
404442,landtype,Medium Low Land,575.09,
404442,landtype,Low land,1372.52,
404442,texture,Loam,975.16,3
404442,texture,Clay Loam,3522.19,4
404442,texture,Clay,8038.02,5
404442,consistency,Friable,975.16,2
404442,consistency,Firm,11560.21,3
404442,drainage,Imperfectly Drained,5327.22,3
404442,drainage,Poorly Drained,7208.15,4
404442,reaction,Moderately Alkaline,12535.37,5
404442,moisture,Low,2398.75,1
404442,moisture,Medium,5639.27,2
404442,moisture,High,4497.35,3
404442,salinity,Non Saline,12535.37,1
404442,recession,Very Early,5327.22,1
404442,recession,Early,4809.4,2
404442,recession,Normal,701.06,3
404442,recession,Late,1697.69,4
404442,relief,Level,12535.37,
404419,landtype,High Land,10157.97,
404419,landtype,Medium High Land-1,1717.43,
404419,landtype,Medium High Land-2,14500.29,
404419,landtype,Medium Low Land,5407.63,
404419,landtype,Low land,1563.33,
404419,texture,Loam,2686.98,3
404419,texture,Clay Loam,11709.64,4
404419,texture,Clay,18950.05,5
404419,consistency,Friable,14396.62,2
404419,consistency,Firm,18950.05,3
404419,drainage,Imperfectly Drained,10157.97,3
404419,drainage,Poorly Drained,23148.35,4
404419,drainage,Very Poorly Drained,40.34,5
404419,reaction,Moderately Alkaline,33346.67,5
404419,moisture,Low,5732.73,1
404419,moisture,Medium,13217.32,2
404419,moisture,High,14396.62,3
404419,salinity,Non Saline,33346.67,1
404419,recession,Very Early,10157.97,1
404419,recession,Early,9553.03,2
404419,recession,Normal,8227.81,3
404419,recession,Late,5367.51,4
404419,recession,Very Late,40.34,5
404419,relief,Level,33346.67,
404433,landtype,High Land,7184.42,
404433,landtype,Medium High Land-1,1671.94,
404433,landtype,Medium High Land-2,10850.88,
404433,landtype,Medium Low Land,1914.31,
404433,landtype,Low land,135.61,
404433,texture,Loam,2794.28,3
404433,texture,Clay Loam,4715.43,4
404433,texture,Clay,14247.44,5
404433,consistency,Friable,7509.72,2
404433,consistency,Firm,14247.44,3
404433,drainage,Imperfectly Drained,7184.42,3
404433,drainage,Poorly Drained,14500.38,4
404433,drainage,Very Poorly Drained,72.36,5
404433,reaction,Neutral,20242.72,4
404433,reaction,Moderately Alkaline,1514.44,5
404433,moisture,Low,2628.98,1
404433,moisture,Medium,11546.1,2
404433,moisture,High,7509.72,3
404433,moisture,Very High,72.36,4
404433,salinity,Non Saline,21757.16,1
404433,recession,Very Early,7184.42,1
404433,recession,Early,11251.93,2
404433,recession,Normal,1890.36,3
404433,recession,Late,1358.09,4
404433,recession,Very Late,72.36,5
404433,relief,Level,18525.58,
404433,relief,Slightly Undulating,3231.58,
404471,landtype,High Land,9154.99,
404471,landtype,Medium High Land-1,2151.41,
404471,landtype,Medium High Land-2,14408.37,
404471,landtype,Medium Low Land,3448.88,
404471,landtype,Low land,2261.6,
404471,texture,Sandy Loam ,431.02,2
404471,texture,Loam,4950.61,3
404471,texture,Clay Loam,4922.89,4
404471,texture,Clay,21120.73,5
404471,consistency,Friable,9408.93,2
404471,consistency,Firm,22016.31,3
404471,drainage,Moderately Well Drained,431.02,2
404471,drainage,Imperfectly Drained,8723.97,3
404471,drainage,Poorly Drained,19481.91,4
404471,drainage,Very Poorly Drained,2788.35,5
404471,reaction,Neutral,6959.08,4
404471,reaction,Moderately Alkaline,24466.17,5
404471,moisture,Low,7600.09,1
404471,moisture,Medium,12058.89,2
404471,moisture,High,8977.92,3
404471,moisture,Very High,2788.35,4
404471,salinity,Non Saline,31425.25,1
404471,recession,Very Early,9154.99,1
404471,recession,Early,12312.84,2
404471,recession,Normal,4246.94,3
404471,recession,Late,2922.13,4
404471,recession,Very Late,2788.35,5
404471,relief,Level,25390.53,
404471,relief,Moderately Undulating,6034.72,
404480,landtype,High Land,19155.38,
404480,landtype,Medium High Land-1,895.61,
404480,landtype,Medium High Land-2,6920,
404480,landtype,Medium Low Land,307.27,
404480,landtype,Low land,50.9,
404480,texture,Sand,46.26,1
404480,texture,Loam,7391.95,3
404480,texture,Clay Loam,18296.62,4
404480,texture,Clay,1594.33,5
404480,consistency,Loose,46.26,1
404480,consistency,Friable,7391.95,2
404480,consistency,Firm,19890.95,3
404480,drainage,Imperfectly Drained,19155.38,3
404480,drainage,Poorly Drained,8166.38,4
404480,drainage,Very Poorly Drained,7.4,5
404480,reaction,Neutral,1139,4
404480,reaction,Moderately Alkaline,25179.81,5
404480,reaction,Strongly Alkaline,673.74,6
404480,reaction,Extremely Alkaline,336.61,7
404480,moisture,Low,13770.08,1
404480,moisture,High,13559.09,3
404480,salinity,Non Saline,27329.17,1
404480,recession,Very Early,1064.59,1
404480,recession,Early,22250.46,2
404480,recession,Normal,3702.2,3
404480,recession,Late,272.88,4
404480,recession,Very Late,39.04,5
404480,relief,Level,27329.17,
404712,landtype,High Land,406.31,
404712,landtype,Medium High Land-1,2822.36,
404712,landtype,Medium High Land-2,15355.19,
404712,texture,Clay Loam,2371.41,4
404712,texture,Clay,16212.46,5
404712,consistency,Firm,18583.87,3
404712,drainage,Imperfectly Drained,406.31,3
404712,drainage,Poorly Drained,18177.56,4
404712,reaction,Moderately Acidic,217.05,3
404712,reaction,Neutral,1363.76,4
404712,reaction,Moderately Alkaline,17003.05,5
404712,moisture,Low,15908.92,1
404712,moisture,Medium,2459.91,2
404712,moisture,High,215.03,3
404712,salinity,Very Slightly Saline,815.68,2
404712,salinity,Slightly Saline,15913.91,3
404712,salinity,Moderately Saline,214.12,4
404712,salinity,Strongly Saline,1042.04,5
404712,salinity,Extremely Saline,598.12,6
404712,recession,Very Early,406.31,1
404712,recession,Early,260.41,2
404712,recession,Normal,16491.52,3
404712,recession,Late,1425.64,4
404712,relief,Level,18583.87,
404740,landtype,High Land,823.87,
404740,landtype,Medium High Land-1,353.58,
404740,landtype,Medium High Land-2,1735.73,
404740,landtype,Medium Low Land,2310.73,
404740,texture,Loam,77.38,3
404740,texture,Clay Loam,2454.66,4
404740,texture,Clay,2691.87,5
404740,consistency,Friable,77.38,2
404740,consistency,Firm,5146.54,3
404740,drainage,Imperfectly Drained,823.87,3
404740,drainage,Poorly Drained,3694.99,4
404740,drainage,Very Poorly Drained,705.05,5
404740,reaction,Strongly Acidic,1488.75,2
404740,reaction,Moderately Acidic,2016.19,3
404740,reaction,Neutral,865.9,4
404740,reaction,Moderately Alkaline,853.07,5
404740,moisture,Low,2055.92,1
404740,moisture,Medium,1527.51,2
404740,moisture,High,935.44,3
404740,moisture,Very High,705.05,4
404740,salinity,Non Saline,2066.19,1
404740,salinity,Very Slightly Saline,1768.7,2
404740,salinity,Slightly Saline,1389.02,3
404740,recession,Very Early,823.87,1
404740,recession,Early,1134.49,2
404740,recession,Normal,954.82,3
404740,recession,Late,515.83,4
404740,recession,Very Late,1794.9,5
404740,relief,Level,5223.91,
404717,landtype,Medium High Land-1,2834.96,
404717,landtype,Medium High Land-2,18570.58,
404717,texture,Clay Loam,11784.75,4
404717,texture,Clay,9620.79,5
404717,consistency,Firm,21405.54,3
404717,drainage,Poorly Drained,21405.54,4
404717,reaction,Strongly Acidic,6826.76,2
404717,reaction,Moderately Acidic,5473.43,3
404717,reaction,Neutral,6891.78,4
404717,reaction,Moderately Alkaline,2213.57,5
404717,moisture,Low,13509.28,1
404717,moisture,Medium,7896.27,2
404717,salinity,Very Slightly Saline,465.24,2
404717,salinity,Slightly Saline,3499.18,3
404717,salinity,Moderately Saline,15345.49,4
404717,salinity,Strongly Saline,1837.45,5
404717,salinity,Extremely Saline,258.18,6
404717,recession,Early,4456.66,2
404717,recession,Normal,15172.75,3
404717,recession,Late,1776.13,4
404717,relief,Level,21405.54,
404730,landtype,High Land,2675.56,
404730,landtype,Medium High Land-1,4694.36,
404730,landtype,Medium High Land-2,24471.53,
404730,landtype,Medium Low Land,5612.17,
404730,texture,Loam,199.08,3
404730,texture,Clay Loam,12980.87,4
404730,texture,Clay,24273.67,5
404730,consistency,Friable,161.02,2
404730,consistency,Firm,37292.6,3
404730,drainage,Imperfectly Drained,2675.56,3
404730,drainage,Poorly Drained,21986.64,4
404730,drainage,Very Poorly Drained,12791.42,5
404730,reaction,Strongly Acidic,22991.39,2
404730,reaction,Moderately Acidic,1451.79,3
404730,reaction,Neutral,3995.26,4
404730,reaction,Moderately Alkaline,9015.17,5
404730,moisture,Low,21610.58,1
404730,moisture,Medium,2850.66,2
404730,moisture,High,834.54,3
404730,moisture,Very High,12157.84,4
404730,salinity,Non Saline,2844.2,1
404730,salinity,Very Slightly Saline,1642.85,2
404730,salinity,Slightly Saline,11179.89,3
404730,salinity,Moderately Saline,186.08,4
404730,salinity,Extremely Saline,21600.6,6
404730,recession,Very Early,2675.56,1
404730,recession,Early,2680.15,2
404730,recession,Normal,4302.13,3
404730,recession,Late,15637.93,4
404730,recession,Very Late,12157.84,5
404730,relief,Level,35141.19,
404730,relief,Slightly Undulating,2312.44,
404769,landtype,High Land,653.59,
404769,landtype,Medium High Land-1,1560.56,
404769,landtype,Medium High Land-2,1131.55,
404769,landtype,Medium Low Land,1857.31,
404769,texture,Loam,123.82,3
