upazila_code,map_unit,unit_title_en,unit_title_bn,area,percent
503847,81,Settlement,,2205,9.33
503847,83,River,,108,0.46
503847,113,,,14,0.06
503861,1,Agri Land,,8555,59.7
503861,2,Agri Land,,1349,9.42
503861,3,Agri Land,,1033,7.21
503861,4,Agri Land,,810,5.65
503861,5,Agri Land,,344,2.4
503861,81,Settlement,,2028,14.16
503861,83,River,,89,0.62
503861,113,,,121,0.84
506406,1,Agri Land,,3293,15.52
506406,2,Agri Land,,43,0.2
506406,3,Agri Land,,553,2.6
506406,4,Agri Land,,1540,7.25
506406,5,Agri Land,,7112,33.51
506406,6,Agri Land,,2753,12.97
506406,7,Agri Land,,2266,10.68
506406,78,,,8,0.04
506406,81,Settlement,,3233,15.23
506406,83,River,,266,1.25
506406,112,Waterbody,,57,0.27
506406,113,,,102,0.48
503874,1,Agri Land,,843,3
503874,2,Agri Land,,12406,44.17
503874,3,Agri Land,,1789,6.37
503874,4,Agri Land,,962,3.43
503874,5,Agri Land,,4176,14.87
503874,6,Agri Land,,2120,7.55
503874,7,Agri Land,,665,2.37
503874,8,Agri Land,,222,0.79
503874,81,Settlement,,4589,16.34
503874,83,River,,151,0.54
503874,112,Waterbody,,5,0.02
503874,113,,,160,0.57
506403,1,Agri Land,,360,1.37
506403,2,Agri Land,,1405,5.36
506403,3,Agri Land,,4133,15.78
506403,4,Agri Land,,5298,20.22
506403,5,Agri Land,,2489,9.5
506403,6,Agri Land,,1098,4.19
506403,7,Agri Land,,2010,7.67
506403,8,Agri Land,,1811,6.92
506403,9,Agri Land,,343,1.31
506403,10,Agri Land,,204,0.78
506403,11,,,48,0.18
506403,12,,,320,1.22
506403,13,,,1929,7.36
506403,81,Settlement,,4153,15.85
506403,83,River,,522,1.99
506403,86,,,20,0.08
506403,113,,,55,0.21
506428,1,Agri Land,,14936,49.53
506428,2,Agri Land,,3152,10.45
506428,3,Agri Land,,1568,5.2
506428,4,Agri Land,,4163,13.8
506428,5,Agri Land,,696,2.31
506428,6,Agri Land,,382,1.27
506428,7,Agri Land,,561,1.86
506428,8,Agri Land,,200,0.66
506428,81,Settlement,,3892,12.91
506428,83,River,,241,0.8
506428,85,Forest,,163,0.54
506428,113,,,202,0.67
506450,1,Agri Land,,19235,48.82
506450,2,Agri Land,,5396,13.7
506450,3,Agri Land,,491,1.25
506450,4,Agri Land,,1143,2.9
506450,5,Agri Land,,4151,10.54
506450,6,Agri Land,,1912,4.85
506450,7,Agri Land,,551,1.4
506450,8,Agri Land,,1342,3.41
506450,9,Agri Land,,125,0.32
506450,10,Agri Land,,538,1.37
506450,11,,,448,1.14
506450,81,Settlement,,3510,8.91
506450,83,River,,160,0.41
506450,112,Waterbody,,174,0.44
506450,113,,,222,0.56
506447,1,Agri Land,,3377,8.16
506447,2,Agri Land,,1307,3.16
506447,3,Agri Land,,5623,13.59
506447,4,Agri Land,,10972,26.52
506447,5,Agri Land,,1831,4.42
506447,6,Agri Land,,84,0.2
506447,7,Agri Land,,522,1.26
506447,8,Agri Land,,1450,3.5
506447,9,Agri Land,,3091,7.47
506447,81,Settlement,,9366,22.63
506447,83,River,,696,1.68
506447,86,,,118,0.28
506447,112,Waterbody,,1797,4.34
506447,113,,,1147,2.77
506447,118,,,0,0
506460,1,Agri Land,,588,2.14
506460,2,Agri Land,,264,0.96
506460,3,Agri Land,,653,2.37
506460,4,Agri Land,,2129,7.74
506460,5,Agri Land,,8047,29.27
506460,6,Agri Land,,3693,13.43
506460,7,Agri Land,,3215,11.69
506460,8,Agri Land,,5308,19.31
506460,81,Settlement,,3291,11.97
506460,83,River,,196,0.71
506460,112,Waterbody,,60,0.22
506460,113,,,52,0.19
506469,1,Agri Land,,15904,35.3
506469,2,Agri Land,,7856,17.44
506469,3,Agri Land,,5356,11.89
506469,4,Agri Land,,814,1.81
506469,5,Agri Land,,6496,14.42
506469,6,Agri Land,,1162,2.58
506469,7,Agri Land,,304,0.67
506469,81,Settlement,,6550,14.54
506469,83,River,,371,0.82
506469,113,,,243,0.54
506475,1,Agri Land,,19309,50.96
506475,2,Agri Land,,8769,23.14
506475,3,Agri Land,,1826,4.82
506475,4,Agri Land,,87,0.23
506475,5,Agri Land,,2128,5.62
506475,6,Agri Land,,266,0.7
506475,7,Agri Land,,1242,3.28
506475,8,Agri Land,,441,1.16
506475,9,Agri Land,,260,0.69
506475,10,Agri Land,,172,0.45
506475,81,Settlement,,2960,7.81
506475,83,River,,235,0.62
506475,112,Waterbody,,13,0.04
506475,113,,,182,0.48
506479,1,Agri Land,,5630,21.77
506479,2,Agri Land,,3943,15.25
506479,3,Agri Land,,5072,19.61
506479,4,Agri Land,,216,0.83
506479,5,Agri Land,,2955,11.43
506479,6,Agri Land,,47,0.18
506479,7,Agri Land,,626,2.42
506479,8,Agri Land,,4350,16.82
506479,81,Settlement,,2680,10.36
506479,112,Waterbody,,20,0.08
506479,113,,,126,0.49
506479,115,,,197,0.76
506485,1,Agri Land,,856,3.47
506485,2,Agri Land,,6916,28.07
506485,3,Agri Land,,3557,14.43
506485,4,Agri Land,,2608,10.58
506485,5,Agri Land,,114,0.46
506485,6,Agri Land,,591,2.4
506485,7,Agri Land,,125,0.51
506485,8,Agri Land,,810,3.29
506485,9,Agri Land,,345,1.4
506485,10,Agri Land,,500,2.03
506485,11,,,643,2.61
506485,12,,,1230,4.99
506485,13,,,2573,10.44
506485,14,,,1165,4.73
506485,81,Settlement,,1997,8.11
506485,83,River,,201,0.81
506485,112,Waterbody,,220,0.89
506485,113,,,194,0.79
506486,1,Agri Land,,8578,35.06
506486,2,Agri Land,,4956,20.26
506486,3,Agri Land,,1657,6.77
506486,4,Agri Land,,2156,8.81
506486,5,Agri Land,,726,2.97
506486,6,Agri Land,,2874,11.75
506486,81,Settlement,,2686,10.98
506486,83,River,,148,0.61
506486,112,Waterbody,,576,2.35
506486,113,,,108,0.44
506909,1,Agri Land,,6021,43.33
506909,2,Agri Land,,1448,10.42
506909,3,Agri Land,,2531,18.22
506909,4,Agri Land,,1441,10.37
506909,5,Agri Land,,117,0.84
506909,81,Settlement,,2104,15.14
506909,83,River,,223,1.6
506909,113,,,11,0.08
506915,1,Agri Land,,4205,13.85
506915,2,Agri Land,,5756,18.95
506915,3,Agri Land,,284,0.93
506915,4,Agri Land,,3669,12.08
506915,5,Agri Land,,6608,21.76
506915,6,Agri Land,,191,0.63
506915,7,Agri Land,,5882,19.37
506915,81,Settlement,,3546,11.68
506915,83,River,,38,0.12
506915,112,Waterbody,,172,0.57
506915,113,,,15,0.05
506941,1,Agri Land,,972,4.87
506941,2,Agri Land,,3697,18.52
506941,3,Agri Land,,5815,29.12
506941,4,Agri Land,,840,4.21
506941,5,Agri Land,,31,0.15
506941,6,Agri Land,,711,3.56
506941,81,Settlement,,4500,22.54
506941,83,River,,193,0.97
506941,86,,,64,0.32
506941,112,Waterbody,,2579,12.92
506941,113,,,566,2.83
506955,1,Agri Land,,1803,10.31
506955,2,Agri Land,,406,2.32
506955,3,Agri Land,,4492,25.68
506955,4,Agri Land,,379,2.17
506955,5,Agri Land,,510,2.92
506955,6,Agri Land,,2970,16.98
506955,7,Agri Land,,3082,17.62
506955,81,Settlement,,3374,19.29
506955,83,River,,318,1.82
506955,112,Waterbody,,91,0.52
506955,113,,,66,0.38
506963,1,Agri Land,,5825,25.39
506963,2,Agri Land,,148,0.65
506963,3,Agri Land,,86,0.37
506963,4,Agri Land,,581,2.53
506963,5,Agri Land,,5777,25.18
506963,6,Agri Land,,1240,5.41
506963,81,Settlement,,8483,36.97
506963,83,River,,181,0.79
506963,86,,,163,0.71
506963,112,Waterbody,,180,0.78
506963,113,,,278,1.21
506991,1,Agri Land,,4740,8.95
506991,2,Agri Land,,2558,4.83
506991,3,Agri Land,,5898,11.14
506991,4,Agri Land,,7108,13.43
506991,5,Agri Land,,878,1.66
506991,6,Agri Land,,451,0.85
506991,7,Agri Land,,2442,4.61
506991,8,Agri Land,,1158,2.19
506991,9,Agri Land,,9449,17.85
506991,10,Agri Land,,6871,12.98
506991,11,,,1537,2.9
506991,12,,,1695,3.2
506991,13,,,4612,8.71
506991,81,Settlement,,2617,4.94
506991,83,River,,331,0.63
506991,112,Waterbody,,191,0.36
506991,113,,,406,0.77
506944,1,Agri Land,,10198,31.11
506944,2,Agri Land,,6545,19.96
506944,3,Agri Land,,4749,14.49
506944,4,Agri Land,,2381,7.26
506944,5,Agri Land,,2149,6.56
506944,81,Settlement,,4612,14.07
506944,83,River,,2134,6.51
506944,113,,,17,0.05
507605,1,Agri Land,,5799,32
507605,2,Agri Land,,462,2.55
507605,3,Agri Land,,2321,12.81
507605,4,Agri Land,,4333,23.91
507605,5,Agri Land,,1772,9.78
507605,6,Agri Land,,1038,5.73
507605,81,Settlement,,2037,11.24
507605,82,,,2,0.01
507605,83,River,,67,0.37
507605,112,Waterbody,,264,1.46
507605,113,,,29,0.16
507616,1,Agri Land,,1549,5.78
507616,2,Agri Land,,185,0.69
507616,3,Agri Land,,1512,5.64
507616,4,Agri Land,,813,3.03
507616,5,Agri Land,,2788,10.4
507616,6,Agri Land,,915,3.41
507616,7,Agri Land,,1106,4.13
507616,8,Agri Land,,1163,4.34
507616,9,Agri Land,,2738,10.21
507616,10,Agri Land,,1477,5.51
507616,11,,,4187,15.62
507616,81,Settlement,,2027,7.56
507616,83,River,,6057,22.6
507616,112,Waterbody,,285,1.06
507619,1,Agri Land,,1029,7.58
507619,2,Agri Land,,387,2.85
507619,3,Agri Land,,2877,21.18
507619,4,Agri Land,,1940,14.29
507619,5,Agri Land,,1335,9.83
507619,6,Agri Land,,1823,13.42
507619,7,Agri Land,,1344,9.9
507619,81,Settlement,,2498,18.39
507619,83,River,,229,1.69
507619,86,,,32,0.24
507619,112,Waterbody,,87,0.64
507619,113,,,0,0
507622,1,Agri Land,,5080,17.15
507622,2,Agri Land,,5503,18.58
507622,3,Agri Land,,6638,22.41
507622,4,Agri Land,,4281,14.46
507622,5,Agri Land,,211,0.71
507622,6,Agri Land,,1388,4.69
507622,7,Agri Land,,1766,5.96
507622,81,Settlement,,4298,14.51
507622,83,River,,171,0.58
507622,112,Waterbody,,230,0.78
507622,113,,,51,0.17
507633,1,Agri Land,,660,4.74
507633,2,Agri Land,,595,4.28
507633,3,Agri Land,,678,4.87
507633,4,Agri Land,,5369,38.57
507633,5,Agri Land,,3070,22.05
507633,6,Agri Land,,65,0.47
507633,7,Agri Land,,1413,10.15
507633,81,Settlement,,1421,10.2
507633,83,River,,613,4.41
507633,112,Waterbody,,36,0.26
507633,113,,,1,0.01
507639,1,Agri Land,,2455,9.43
507639,2,Agri Land,,429,1.65
507639,3,Agri Land,,9205,35.34
507639,4,Agri Land,,1292,4.96
507639,5,Agri Land,,2765,10.62
507639,6,Agri Land,,1190,4.57
507639,7,Agri Land,,1145,4.4
507639,81,Settlement,,5856,22.48
507639,83,River,,1261,4.84
507639,112,Waterbody,,34,0.13
507639,113,,,386,1.48
507639,119,,,27,0.11
507655,1,Agri Land,,3507,8.12
507655,2,Agri Land,,280,0.65
507655,3,Agri Land,,12761,29.54
507655,4,Agri Land,,4224,9.78
507655,5,Agri Land,,1051,2.43
507655,6,Agri Land,,6301,14.58
507655,7,Agri Land,,1285,2.97
507655,8,Agri Land,,393,0.91
507655,9,Agri Land,,1629,3.77
507655,10,Agri Land,,5378,12.45
507655,81,Settlement,,4515,10.45
507655,83,River,,1577,3.65
507655,112,Waterbody,,296,0.68
507655,113,,,8,0.02
507672,1,Agri Land,,9743,29.48
507672,2,Agri Land,,2697,8.16
507672,3,Agri Land,,7085,21.44
507672,4,Agri Land,,3913,11.84
507672,5,Agri Land,,3742,11.32
507672,6,Agri Land,,1421,4.3
507672,81,Settlement,,3425,10.36
507672,83,River,,737,2.23
507672,112,Waterbody,,276,0.84
507672,113,,,11,0.03
507683,1,Agri Land,,6282,18.85
507683,2,Agri Land,,1492,4.48
507683,3,Agri Land,,414,1.24
507683,4,Agri Land,,20,0.06
507683,5,Agri Land,,6718,20.15
507683,6,Agri Land,,42,0.13
507683,7,Agri Land,,3740,11.22
507683,8,Agri Land,,17,0.05
507683,9,Agri Land,,5495,16.49
507683,10,Agri Land,,3065,9.19
507683,81,Settlement,,3771,11.31
507683,83,River,,2012,6.04
507683,112,Waterbody,,243,0.73
507683,113,,,24,0.07
508110,1,Agri Land,,2381,12.84
508110,2,Agri Land,,862,4.65
508110,3,Agri Land,,832,4.49
508110,4,Agri Land,,2785,15.01
508110,81,Settlement,,4073,21.96
508110,83,River,,2250,12.13
508110,84,,,790,4.26
508110,86,,,1,0.01
508110,101,,,4371,23.57
508110,113,,,76,0.41
508110,119,,,126,0.68
508112,1,Agri Land,,2214,6.05
508112,2,Agri Land,,8411,22.99
508112,3,Agri Land,,2605,7.12
508112,4,Agri Land,,10202,27.88
508112,5,Agri Land,,1940,5.3
508112,6,Agri Land,,2395,6.55
508112,7,Agri Land,,468,1.28
508112,8,Agri Land,,1023,2.8
508112,81,Settlement,,6468,17.68
508112,83,River,,538,1.47
508112,112,Waterbody,,241,0.66
508112,113,,,85,0.23
508131,1,Agri Land,,1370,6.89
508131,2,Agri Land,,6557,32.96
508131,3,Agri Land,,2170,10.91
508131,4,Agri Land,,4375,21.99
508131,5,Agri Land,,1508,7.58
508131,81,Settlement,,2790,14.03
508131,83,River,,304,1.53
508131,113,,,817,4.11
508125,1,Agri Land,,1621,9.28
508125,2,Agri Land,,6669,38.17
508125,3,Agri Land,,3831,21.93
508125,4,Agri Land,,218,1.25
508125,5,Agri Land,,1019,5.83
508125,6,Agri Land,,242,1.38
508125,7,Agri Land,,675,3.86
508125,81,Settlement,,2355,13.48
508125,82,,,21,0.12
508125,83,River,,821,4.7
508182,1,Agri Land,,7805,39.82
508182,2,Agri Land,,1121,5.72
508182,3,Agri Land,,973,4.96
508182,4,Agri Land,,332,1.7
508182,5,Agri Land,,376,1.92
508182,6,Agri Land,,90,0.46
508182,7,Agri Land,,2626,13.4
508182,8,Agri Land,,1224,6.25
508182,9,Agri Land,,684,3.49
508182,81,Settlement,,4182,21.34
508182,83,River,,69,0.35
508182,112,Waterbody,,104,0.53
508182,113,,,13,0.07
508172,1,Agri Land,,556,1.82
508172,2,Agri Land,,5297,17.38
508172,3,Agri Land,,6994,22.95
508172,4,Agri Land,,2454,8.05
508172,5,Agri Land,,887,2.91
508172,6,Agri Land,,3072,10.08
508172,7,Agri Land,,2485,8.15
508172,8,Agri Land,,3259,10.69
508172,81,Settlement,,2013,6.61
508172,83,River,,3142,10.31
508172,112,Waterbody,,255,0.84
508172,113,,,59,0.19
508134,1,Agri Land,,2474,5.04
508134,2,Agri Land,,19187,39.07
508134,3,Agri Land,,2757,5.61
508134,4,Agri Land,,4357,8.87
508134,5,Agri Land,,2611,5.32
508134,6,Agri Land,,2885,5.87
508134,7,Agri Land,,995,2.03
508134,8,Agri Land,,2374,4.83
508134,9,Agri Land,,662,1.35
508134,10,Agri Land,,3600,7.33
508134,11,,,2358,4.8
508134,81,Settlement,,3201,6.52
508134,83,River,,1330,2.71
508134,84,,,189,0.39
508134,112,Waterbody,,17,0.03
508134,113,,,116,0.24
508153,1,Agri Land,,585,3.61
508153,2,Agri Land,,410,2.53
508153,3,Agri Land,,2970,18.31
508153,4,Agri Land,,488,3.01
508153,5,Agri Land,,5477,33.77
508153,6,Agri Land,,491,3.03
508153,7,Agri Land,,224,1.38
508153,8,Agri Land,,524,3.23
508153,81,Settlement,,3774,23.27
508153,83,River,,180,1.11
508153,86,,,43,0.26
508153,112,Waterbody,,127,0.78
508153,113,,,926,5.71
508194,1,Agri Land,,9797,33.1
508194,2,Agri Land,,8983,30.35
508194,3,Agri Land,,950,3.21
508194,4,Agri Land,,2223,7.51
508194,5,Agri Land,,469,1.59
508194,6,Agri Land,,738,2.49
508194,7,Agri Land,,817,2.76
508194,8,Agri Land,,1527,5.16
508194,81,Settlement,,3562,12.03
508194,83,River,,201,0.68
508194,112,Waterbody,,145,0.49
508194,113,,,185,0.62
508844,1,Agri Land,,2218,24.33
508844,2,Agri Land,,817,8.96
508844,3,Agri Land,,1149,12.61
508844,4,Agri Land,,1473,16.16
508844,5,Agri Land,,510,5.6
508844,6,Agri Land,,270,2.96
508844,81,Settlement,,2609,28.62
508844,83,River,,48,0.53
508844,86,,,1,0.01
508844,113,,,21,0.23
508811,1,Agri Land,,1769,10.73
508811,2,Agri Land,,1513,9.18
508811,3,Agri Land,,905,5.49
508811,4,Agri Land,,539,3.27
508811,5,Agri Land,,735,4.46
508811,6,Agri Land,,435,2.64
508811,7,Agri Land,,450,2.73
508811,8,Agri Land,,2408,14.61
508811,80,,,484,2.93
508811,81,Settlement,,4808,29.17
508811,83,River,,1045,6.34
508811,84,,,1161,7.04
508811,86,,,3,0.02
508811,112,Waterbody,,82,0.5
508811,113,,,147,0.89
508811,118,,,1,0
508827,1,Agri Land,,1009,3.97
508827,2,Agri Land,,804,3.16
508827,3,Agri Land,,368,1.45
508827,4,Agri Land,,3533,13.91
508827,5,Agri Land,,4040,15.9
508827,6,Agri Land,,2,0.01
508827,81,Settlement,,2108,8.3
508827,83,River,,6481,25.51
508827,84,,,7017,27.62
508827,112,Waterbody,,26,0.1
508827,113,,,1,0
508827,119,,,21,0.08
508850,1,Agri Land,,1117,2.96
508850,2,Agri Land,,605,1.6
508850,3,Agri Land,,1661,4.4
508850,4,Agri Land,,2330,6.18
508850,5,Agri Land,,756,2
508850,6,Agri Land,,211,0.56
508850,7,Agri Land,,6226,16.5
508850,8,Agri Land,,9527,25.25
508850,81,Settlement,,3947,10.46
508850,83,River,,6415,17.01
508850,84,,,4854,12.87
508850,112,Waterbody,,75,0.2
508861,1,Agri Land,,1804,6.82
508861,2,Agri Land,,2122,8.02
508861,3,Agri Land,,11747,44.39
508861,4,Agri Land,,797,3.01
508861,5,Agri Land,,794,3
508861,6,Agri Land,,3953,14.94
508861,7,Agri Land,,782,2.95
508861,81,Settlement,,3775,14.26
508861,83,River,,425,1.61
508861,112,Waterbody,,112,0.42
508861,113,,,154,0.58
508878,1,Agri Land,,6677,20.58
508878,2,Agri Land,,1111,3.42
508878,3,Agri Land,,2743,8.45
508878,4,Agri Land,,2361,7.28
508878,5,Agri Land,,696,2.15
508878,6,Agri Land,,330,1.02
508878,7,Agri Land,,4400,13.56
508878,8,Agri Land,,6257,19.28
508878,81,Settlement,,3450,10.63
508878,83,River,,4342,13.38
508878,112,Waterbody,,77,0.24
508878,113,,,10,0.03
508889,1,Agri Land,,1277,4.26
508889,2,Agri Land,,4494,14.98
508889,3,Agri Land,,4953,16.51
508889,4,Agri Land,,3785,12.62
508889,5,Agri Land,,5504,18.35
508889,6,Agri Land,,566,1.89
508889,7,Agri Land,,2430,8.1
508889,8,Agri Land,,1477,4.93
508889,9,Agri Land,,361,1.2
508889,10,Agri Land,,982,3.28
508889,81,Settlement,,3655,12.19
508889,83,River,,42,0.14
508889,113,,,465,1.55
508867,1,Agri Land,,7932,24.42
508867,2,Agri Land,,7218,22.22
508867,3,Agri Land,,1909,5.88
508867,4,Agri Land,,3901,12.01
508867,5,Agri Land,,794,2.44
508867,81,Settlement,,6221,19.15
508867,83,River,,2407,7.41
508867,84,,,2045,6.3
508867,86,,,35,0.11
508867,112,Waterbody,,13,0.04
508867,113,,,4,0.01
552710,1,Agri Land,,1074,5.01
552710,2,Agri Land,,2475,11.54
552710,3,Agri Land,,10960,51.09
552710,4,Agri Land,,169,0.79
552710,5,Agri Land,,113,0.53
552710,6,Agri Land,,2772,12.92
552710,7,Agri Land,,489,2.28
552710,8,Agri Land,,1431,6.67
552710,9,Agri Land,,151,0.7
552710,81,Settlement,,1277,5.95
552710,85,Forest,,342,1.59
552710,112,Waterbody,,23,0.11
552710,113,,,176,0.82
552717,1,Agri Land,,112,0.32
552717,2,Agri Land,,2257,6.43
552717,3,Agri Land,,5579,15.88
552717,4,Agri Land,,12438,35.41
552717,5,Agri Land,,1120,3.19
552717,6,Agri Land,,6527,18.58
552717,7,Agri Land,,1463,4.16
552717,81,Settlement,,4538,12.92
552717,83,River,,363,1.03
552717,85,Forest,,519,1.48
552717,86,,,39,0.11
552717,112,Waterbody,,77,0.22
552717,113,,,96,0.27
508894,1,Agri Land,,11037,26.6
508894,2,Agri Land,,5043,12.15
508894,3,Agri Land,,6904,16.64
508894,4,Agri Land,,4475,10.79
508894,5,Agri Land,,1214,2.92
508894,6,Agri Land,,345,0.83
508894,7,Agri Land,,315,0.76
508894,8,Agri Land,,555,1.34
508894,81,Settlement,,10200,24.58
508894,83,River,,944,2.28
508894,86,,,146,0.35
508894,112,Waterbody,,24,0.06
508894,113,,,288,0.69
552730,1,Agri Land,,2099,6.67
552730,2,Agri Land,,4614,14.67
552730,3,Agri Land,,788,2.51
552730,4,Agri Land,,4492,14.29
552730,5,Agri Land,,9947,31.63
552730,6,Agri Land,,1154,3.67
552730,7,Agri Land,,2858,9.09
552730,80,,,70,0.22
552730,81,Settlement,,4527,14.4
552730,83,River,,376,1.2
552730,84,,,185,0.59
552730,113,,,232,0.74
552730,115,,,101,0.32
552712,1,Agri Land,,1336,3.23
552712,2,Agri Land,,7906,19.11
552712,3,Agri Land,,8788,21.25
552712,4,Agri Land,,4611,11.15
552712,5,Agri Land,,4796,11.6
552712,6,Agri Land,,5905,14.28
552712,7,Agri Land,,995,2.41
552712,8,Agri Land,,130,0.32
552712,9,Agri Land,,264,0.64
552712,81,Settlement,,4718,11.41
552712,83,River,,820,1.98
552712,84,,,416,1.01
552712,85,Forest,,439,1.06
552712,113,,,116,0.28
552712,115,,,122,0.3
552764,1,Agri Land,,5224,14.6
552764,2,Agri Land,,12074,33.74
552764,3,Agri Land,,7032,19.65
552764,4,Agri Land,,3599,10.05
552764,5,Agri Land,,1192,3.33
552764,6,Agri Land,,1018,2.85
552764,81,Settlement,,5021,14.03
552764,83,River,,336,0.94
552764,101,,,67,0.19
552764,113,,,227,0.63
552738,1,Agri Land,,167,0.72
552738,2,Agri Land,,1907,8.18
552738,3,Agri Land,,11384,48.87
552738,4,Agri Land,,451,1.94
552738,5,Agri Land,,3734,16.03
552738,6,Agri Land,,556,2.38
552738,7,Agri Land,,911,3.91
552738,8,Agri Land,,1062,4.56
552738,81,Settlement,,2373,10.19
552738,83,River,,112,0.48
552738,85,Forest,,44,0.19
552738,86,,,47,0.2
552738,105,,,76,0.32
552738,112,Waterbody,,14,0.06
552738,113,,,354,1.52
552738,119,,,103,0.44
552721,1,Agri Land,,411,1.83
552721,2,Agri Land,,1386,6.19
552721,3,Agri Land,,556,2.48
552721,4,Agri Land,,9957,44.45
552721,5,Agri Land,,1229,5.49
552721,6,Agri Land,,5802,25.9
552721,7,Agri Land,,1542,6.88
552721,81,Settlement,,1258,5.61
552721,83,River,,135,0.6
552721,113,,,123,0.55
552743,1,Agri Land,,3579,23.52
552743,2,Agri Land,,848,5.57
552743,3,Agri Land,,5861,38.51
552743,4,Agri Land,,1556,10.22
552743,5,Agri Land,,581,3.81
552743,6,Agri Land,,821,5.39
552743,7,Agri Land,,505,3.32
552743,81,Settlement,,1170,7.69
552743,83,River,,175,1.15
552743,113,,,125,0.82
552747,1,Agri Land,,930,9.23
552747,2,Agri Land,,6766,67.13
552747,3,Agri Land,,129,1.28
552747,4,Agri Land,,730,7.24
552747,5,Agri Land,,200,1.98
552747,6,Agri Land,,124,1.23
552747,7,Agri Land,,49,0.49
552747,81,Settlement,,1070,10.62
552747,112,Waterbody,,9,0.09
552747,113,,,73,0.72
552756,1,Agri Land,,3086,15.04
552756,2,Agri Land,,925,4.51
552756,3,Agri Land,,6863,33.46
552756,4,Agri Land,,600,2.92
552756,5,Agri Land,,2746,13.39
552756,6,Agri Land,,3320,16.19
552756,7,Agri Land,,263,1.28
552756,81,Settlement,,2454,11.97
552756,83,River,,112,0.54
552756,113,,,141,0.69
552760,1,Agri Land,,1624,9.01
552760,2,Agri Land,,10563,58.58
552760,3,Agri Land,,1169,6.48
552760,4,Agri Land,,1973,10.94
552760,5,Agri Land,,11,0.06
552760,81,Settlement,,1950,10.81
552760,83,River,,254,1.41
552760,84,,,238,1.32
552760,113,,,32,0.18
552760,115,,,219,1.21
553224,1,Agri Land,,7957,24.33
553224,2,Agri Land,,2421,7.4
553224,3,Agri Land,,386,1.18
553224,4,Agri Land,,9825,30.04
553224,5,Agri Land,,782,2.39
553224,6,Agri Land,,2500,7.64
553224,7,Agri Land,,1035,3.16
553224,8,Agri Land,,2919,8.92
553224,81,Settlement,,2765,8.45
553224,83,River,,2036,6.22
553224,89,,,53,0.16
553224,112,Waterbody,,24,0.07
553224,113,,,5,0.02
553221,1,Agri Land,,1798,5.79
553221,2,Agri Land,,1900,6.12
553221,3,Agri Land,,1814,5.84
553221,4,Agri Land,,2561,8.25
553221,5,Agri Land,,5910,19.03
553221,81,Settlement,,3192,10.28
553221,83,River,,4130,13.3
553221,84,,,9717,31.29
553221,86,,,15,0.05
553221,112,Waterbody,,15,0.05
553221,113,,,3,0.01
552769,1,Agri Land,,6417,20.14
552769,2,Agri Land,,2176,6.83
552769,3,Agri Land,,1852,5.81
552769,4,Agri Land,,8561,26.87
552769,5,Agri Land,,666,2.09
552769,6,Agri Land,,185,0.58
552769,7,Agri Land,,4509,14.15
552769,8,Agri Land,,1750,5.49
552769,9,Agri Land,,1029,3.23
552769,10,Agri Land,,1519,4.77
552769,11,,,111,0.35
552769,81,Settlement,,1989,6.24
552769,83,River,,95,0.3
552769,85,Forest,,668,2.1
552769,112,Waterbody,,277,0.87
552769,113,,,59,0.19
552777,1,Agri Land,,3571,9.02
552777,2,Agri Land,,11378,28.75
552777,3,Agri Land,,2652,6.7
552777,4,Agri Land,,1115,2.82
552777,5,Agri Land,,1414,3.57
552777,6,Agri Land,,5378,13.59
552777,7,Agri Land,,1498,3.78
552777,8,Agri Land,,3079,7.78
552777,9,Agri Land,,465,1.17
552777,80,,,123,0.31
552777,81,Settlement,,7062,17.84
552777,83,River,,237,0.6
552777,86,,,170,0.43
552777,112,Waterbody,,348,0.88
552777,113,,,718,1.81
552777,114,,,137,0.35
552777,115,,,70,0.18
552777,119,,,41,0.1
552777,120,,,125,0.32
553267,1,Agri Land,,1020,5.49
553267,2,Agri Land,,4084,22.01
553267,3,Agri Land,,1545,8.33
553267,4,Agri Land,,3236,17.44
553267,5,Agri Land,,3390,18.27
553267,6,Agri Land,,532,2.87
553267,7,Agri Land,,883,4.76
553267,8,Agri Land,,81,0.44
553267,9,Agri Land,,829,4.47
553267,81,Settlement,,2726,14.69
553267,83,River,,43,0.23
553267,112,Waterbody,,152,0.82
553267,113,,,35,0.19
553282,1,Agri Land,,1615,7.07
553282,2,Agri Land,,751,3.29
553282,3,Agri Land,,125,0.55
553282,4,Agri Land,,1512,6.62
553282,5,Agri Land,,6751,29.55
553282,6,Agri Land,,5215,22.82
553282,7,Agri Land,,1957,8.56
553282,8,Agri Land,,1005,4.4
553282,9,Agri Land,,1110,4.86
553282,10,Agri Land,,420,1.84
553282,81,Settlement,,1962,8.59
553282,83,River,,231,1.01
553282,112,Waterbody,,170,0.75
553282,113,,,24,0.11
553230,1,Agri Land,,3172,6.87
553230,2,Agri Land,,934,2.02
553230,3,Agri Land,,8171,17.7
553230,4,Agri Land,,992,2.15
553230,5,Agri Land,,6835,14.81
553230,6,Agri Land,,3890,8.43
553230,7,Agri Land,,5501,11.92
553230,8,Agri Land,,3125,6.77
553230,9,Agri Land,,812,1.76
553230,10,Agri Land,,1304,2.82
553230,11,,,933,2.02
553230,12,,,944,2.05
553230,81,Settlement,,7980,17.29
553230,83,River,,555,1.2
553230,86,,,123,0.27
553230,112,Waterbody,,139,0.3
553230,113,,,691,1.5
553230,119,,,59,0.13
