upazila_code,map_unit,unit_title_en,unit_title_bn,area,percent
100447,1,Agri Land,,448,2.67
100447,2,Agri Land,,54,0.32
100447,3,Agri Land,,3465,20.62
100447,4,Agri Land,,3770,22.44
100447,5,Agri Land,,1699,10.11
100447,6,Agri Land,,180,1.07
100447,81,Settlement,,5349,31.84
100447,83,River,,1735,10.33
100447,84,,,101,0.6
100602,1,Agri Land,,396,2.51
100602,2,Agri Land,,1013,6.42
100602,3,Agri Land,,2995,19
100602,4,Agri Land,,2723,17.27
100602,5,Agri Land,,364,2.31
100602,6,Agri Land,,3827,24.28
100602,7,Agri Land,,1613,10.23
100602,8,Agri Land,,454,2.88
100602,81,Settlement,,2373,15.06
100602,113,,,4,0.03
100419,1,Agri Land,,2058,20.62
100419,2,Agri Land,,213,2.14
100419,3,Agri Land,,3579,35.87
100419,4,Agri Land,,1313,13.15
100419,5,Agri Land,,198,1.99
100419,81,Settlement,,1519,15.22
100419,83,River,,1099,11.01
100603,1,Agri Land,,1718,10.68
100603,2,Agri Land,,838,5.21
100603,3,Agri Land,,2804,17.43
100603,4,Agri Land,,506,3.15
100603,5,Agri Land,,2610,16.22
100603,6,Agri Land,,135,0.84
100603,7,Agri Land,,249,1.55
100603,8,Agri Land,,338,2.1
100603,9,Agri Land,,2104,13.08
100603,10,Agri Land,,819,5.09
100603,81,Settlement,,2678,16.65
100603,83,River,,1264,7.86
100603,113,,,23,0.14
100485,1,Agri Land,,1593,5.22
100485,2,Agri Land,,4402,14.42
100485,3,Agri Land,,7112,23.3
100485,4,Agri Land,,555,1.82
100485,81,Settlement,,6339,20.77
100485,83,River,,8559,28.04
100485,84,,,699,2.29
100485,85,Forest,,1262,4.14
100409,1,Agri Land,,11759,38.01
100409,2,Agri Land,,1104,3.57
100409,3,Agri Land,,4265,13.79
100409,4,Agri Land,,6782,21.92
100409,5,Agri Land,,1519,4.91
100409,81,Settlement,,3650,11.8
100409,83,River,,1862,6.02
100492,1,Agri Land,,6313,22.57
100492,2,Agri Land,,6533,23.36
100492,3,Agri Land,,1726,6.17
100492,4,Agri Land,,638,2.28
100492,79,,,169,0.6
100492,81,Settlement,,3457,12.36
100492,83,River,,6104,21.83
100492,84,,,144,0.51
100492,85,Forest,,2882,10.3
100428,1,Agri Land,,2745,7.29
100428,2,Agri Land,,11283,29.98
100428,3,Agri Land,,9479,25.19
100428,4,Agri Land,,1390,3.69
100428,81,Settlement,,6708,17.83
100428,83,River,,5631,14.96
100428,84,,,166,0.44
100428,85,Forest,,232,0.62
100610,1,Agri Land,,756,5.63
100610,2,Agri Land,,125,0.93
100610,3,Agri Land,,976,7.27
100610,4,Agri Land,,264,1.96
100610,5,Agri Land,,3102,23.11
100610,6,Agri Land,,292,2.17
100610,7,Agri Land,,1559,11.61
100610,81,Settlement,,4848,36.11
100610,83,River,,1397,10.4
100610,86,,,56,0.42
100610,113,,,33,0.25
100610,119,,,16,0.12
100651,1,Agri Land,,3049,10.1
100651,2,Agri Land,,803,2.66
100651,3,Agri Land,,1044,3.46
100651,4,Agri Land,,3540,11.73
100651,5,Agri Land,,1523,5.05
100651,6,Agri Land,,3331,11.04
100651,7,Agri Land,,1747,5.79
100651,8,Agri Land,,1797,5.95
100651,9,Agri Land,,493,1.63
100651,10,Agri Land,,2616,8.67
100651,11,,,938,3.11
100651,81,Settlement,,5310,17.59
100651,83,River,,3964,13.13
100651,113,,,30,0.1
100662,1,Agri Land,,1768,4.42
100662,2,Agri Land,,183,0.46
100662,3,Agri Land,,796,1.99
100662,4,Agri Land,,2530,6.32
100662,5,Agri Land,,811,2.03
100662,6,Agri Land,,510,1.27
100662,7,Agri Land,,3944,9.85
100662,8,Agri Land,,5301,13.24
100662,9,Agri Land,,383,0.96
100662,10,Agri Land,,287,0.72
100662,81,Settlement,,10017,25.03
100662,83,River,,13033,32.56
100662,84,,,400,1
100662,86,,,52,0.13
100662,113,,,12,0.03
100632,1,Agri Land,,320,2.18
100632,2,Agri Land,,679,4.63
100632,3,Agri Land,,548,3.74
100632,4,Agri Land,,3238,22.07
100632,5,Agri Land,,1961,13.37
100632,6,Agri Land,,993,6.76
100632,7,Agri Land,,792,5.4
100632,80,,,57,0.39
100632,81,Settlement,,5519,37.62
100632,83,River,,42,0.29
100632,86,,,2,0.01
100632,112,Waterbody,,2,0.01
100632,113,,,517,3.52
100632,118,,,3,0.02
100607,1,Agri Land,,1318,3.25
100607,2,Agri Land,,829,2.05
100607,3,Agri Land,,1164,2.87
100607,4,Agri Land,,521,1.29
100607,5,Agri Land,,13470,33.25
100607,6,Agri Land,,2759,6.81
100607,7,Agri Land,,11236,27.73
100607,8,Agri Land,,862,2.13
100607,81,Settlement,,3881,9.58
100607,83,River,,4342,10.72
100607,84,,,121,0.3
100607,113,,,14,0.04
100636,1,Agri Land,,771,2.01
100636,2,Agri Land,,123,0.32
100636,3,Agri Land,,474,1.24
100636,4,Agri Land,,318,0.83
100636,5,Agri Land,,1018,2.66
100636,6,Agri Land,,8031,20.97
100636,7,Agri Land,,7036,18.37
100636,8,Agri Land,,16,0.04
100636,81,Settlement,,4404,11.5
100636,83,River,,15663,40.9
100636,84,,,295,0.77
100636,86,,,143,0.37
100669,1,Agri Land,,493,2.14
100669,2,Agri Land,,5473,23.77
100669,3,Agri Land,,1110,4.82
100669,4,Agri Land,,1144,4.97
100669,5,Agri Land,,3592,15.6
100669,6,Agri Land,,3594,15.61
100669,81,Settlement,,4129,17.93
100669,83,River,,3490,15.16
100669,113,,,2,0.01
100694,1,Agri Land,,1929,7.88
100694,2,Agri Land,,617,2.52
100694,3,Agri Land,,953,3.89
100694,4,Agri Land,,5155,21.05
100694,5,Agri Land,,571,2.33
100694,6,Agri Land,,1552,6.34
100694,7,Agri Land,,1178,4.81
100694,8,Agri Land,,795,3.25
100694,9,Agri Land,,5054,20.64
100694,10,Agri Land,,848,3.46
100694,81,Settlement,,5239,21.4
100694,83,River,,581,2.37
100694,113,,,14,0.06
100921,1,Agri Land,,367,1.28
100921,2,Agri Land,,121,0.42
100921,3,Agri Land,,1534,5.36
100921,4,Agri Land,,5200,18.16
100921,5,Agri Land,,819,2.86
100921,6,Agri Land,,155,0.54
100921,7,Agri Land,,1112,3.88
100921,8,Agri Land,,1677,5.86
100921,81,Settlement,,8655,30.23
100921,83,River,,6735,23.52
100921,84,,,1814,6.34
100921,86,,,68,0.24
100921,113,,,366,1.28
100921,119,,,9,0.03
100918,1,Agri Land,,2082,4.72
100918,2,Agri Land,,1385,3.14
100918,3,Agri Land,,254,0.58
100918,4,Agri Land,,59,0.13
100918,5,Agri Land,,15,0.03
100918,6,Agri Land,,1296,2.94
100918,7,Agri Land,,3044,6.91
100918,8,Agri Land,,1069,2.42
100918,9,Agri Land,,1786,4.05
100918,10,Agri Land,,964,2.19
100918,11,,,2739,6.21
100918,81,Settlement,,12871,29.2
100918,83,River,,13198,29.94
100918,84,,,3255,7.38
100918,112,Waterbody,,41,0.09
100918,113,,,24,0.05
100965,1,Agri Land,,2644,5.19
100965,2,Agri Land,,126,0.25
100965,3,Agri Land,,611,1.2
100965,4,Agri Land,,1405,2.76
100965,5,Agri Land,,1615,3.17
100965,6,Agri Land,,4742,9.31
100965,81,Settlement,,2179,4.28
100965,83,River,,33586,65.95
100965,85,Forest,,3920,7.7
100965,86,,,2,0
100965,112,Waterbody,,1,0
100965,113,,,69,0.13
100965,119,,,24,0.05
100991,1,Agri Land,,426,1.21
100991,2,Agri Land,,80,0.23
100991,3,Agri Land,,2328,6.6
100991,4,Agri Land,,343,0.97
100991,5,Agri Land,,213,0.61
100991,6,Agri Land,,2293,6.5
100991,7,Agri Land,,215,0.61
100991,8,Agri Land,,9091,25.78
100991,81,Settlement,,1634,4.63
100991,83,River,,17753,50.35
100991,84,,,480,1.36
100991,85,Forest,,403,1.14
100925,1,Agri Land,,9720,7.04
100925,2,Agri Land,,4038,2.93
100925,3,Agri Land,,777,0.56
100925,4,Agri Land,,12960,9.39
100925,5,Agri Land,,1988,1.44
100925,6,Agri Land,,1574,1.14
100925,7,Agri Land,,5230,3.79
100925,8,Agri Land,,3212,2.33
100925,81,Settlement,,11909,8.63
100925,83,River,,75513,54.7
100925,84,,,3670,2.66
100925,85,Forest,,7416,5.37
100925,113,,,38,0.03
100929,1,Agri Land,,1911,6.23
100929,2,Agri Land,,837,2.73
100929,3,Agri Land,,673,2.19
100929,4,Agri Land,,123,0.4
100929,5,Agri Land,,381,1.24
100929,6,Agri Land,,3944,12.87
100929,81,Settlement,,4083,13.32
100929,83,River,,13236,43.18
100929,84,,,5444,17.76
100929,86,,,22,0.07
100954,1,Agri Land,,2812,7.37
100954,2,Agri Land,,431,1.13
100954,3,Agri Land,,1875,4.91
100954,4,Agri Land,,6688,17.52
100954,5,Agri Land,,396,1.04
100954,6,Agri Land,,5030,13.18
100954,7,Agri Land,,1493,3.91
100954,81,Settlement,,7629,19.99
100954,83,River,,11283,29.56
100954,84,,,244,0.64
100954,85,Forest,,236,0.62
100954,113,,,48,0.12
104240,1,Agri Land,,41,0.2
104240,2,Agri Land,,142,0.7
104240,3,Agri Land,,365,1.79
104240,4,Agri Land,,1301,6.38
104240,5,Agri Land,,373,1.83
104240,6,Agri Land,,4054,19.87
104240,7,Agri Land,,4495,22.04
104240,8,Agri Land,,141,0.69
104240,9,Agri Land,,91,0.45
104240,10,Agri Land,,45,0.22
104240,81,Settlement,,8390,41.13
104240,83,River,,840,4.12
104240,86,,,60,0.29
104240,112,Waterbody,,10,0.05
104240,113,,,9,0.05
104240,119,,,41,0.2
107855,1,Agri Land,,850,9.11
107855,2,Agri Land,,1697,18.19
107855,3,Agri Land,,215,2.3
107855,4,Agri Land,,2834,30.37
107855,5,Agri Land,,1030,11.04
107855,6,Agri Land,,356,3.82
107855,81,Settlement,,659,7.06
107855,83,River,,1672,17.92
107855,113,,,17,0.19
104243,1,Agri Land,,660,4.17
104243,2,Agri Land,,3249,20.54
104243,3,Agri Land,,1929,12.19
104243,4,Agri Land,,2448,15.48
104243,5,Agri Land,,1819,11.49
104243,81,Settlement,,4792,30.29
104243,83,River,,924,5.84
107852,1,Agri Land,,2440,8.1
107852,2,Agri Land,,170,0.57
107852,3,Agri Land,,7095,23.57
107852,4,Agri Land,,3196,10.62
107852,5,Agri Land,,832,2.76
107852,6,Agri Land,,3127,10.39
107852,81,Settlement,,1644,5.46
107852,83,River,,9174,30.47
107852,84,,,968,3.22
107852,85,Forest,,1452,4.82
107852,113,,,8,0.03
104273,1,Agri Land,,336,1.6
104273,2,Agri Land,,6139,29.24
104273,3,Agri Land,,808,3.85
104273,4,Agri Land,,973,4.63
104273,5,Agri Land,,5568,26.52
104273,81,Settlement,,5861,27.91
104273,83,River,,1258,5.99
104273,112,Waterbody,,31,0.15
104273,113,,,23,0.11
104284,1,Agri Land,,299,1.85
104284,2,Agri Land,,649,4.01
104284,3,Agri Land,,1240,7.67
104284,4,Agri Land,,8222,50.85
104284,5,Agri Land,,2080,12.86
104284,6,Agri Land,,353,2.18
104284,7,Agri Land,,126,0.78
104284,81,Settlement,,2349,14.53
104284,83,River,,851,5.26
107838,1,Agri Land,,291,0.6
107838,2,Agri Land,,2200,4.51
107838,3,Agri Land,,741,1.52
107838,4,Agri Land,,15972,32.76
107838,5,Agri Land,,11993,24.6
107838,6,Agri Land,,297,0.61
107838,7,Agri Land,,859,1.76
107838,8,Agri Land,,2715,5.57
107838,9,Agri Land,,1196,2.45
107838,10,Agri Land,,873,1.79
107838,81,Settlement,,2879,5.91
107838,83,River,,8674,17.79
107838,113,,,61,0.13
107857,1,Agri Land,,9400,17.8
107857,2,Agri Land,,7778,14.73
107857,3,Agri Land,,4310,8.16
107857,4,Agri Land,,1819,3.44
107857,5,Agri Land,,4247,8.04
107857,6,Agri Land,,3985,7.54
107857,7,Agri Land,,1468,2.78
107857,81,Settlement,,7385,13.98
107857,83,River,,10683,20.23
107857,84,,,595,1.13
107857,85,Forest,,1142,2.16
107857,113,,,4,0.01
107866,1,Agri Land,,9414,19.31
107866,2,Agri Land,,23075,47.32
107866,3,Agri Land,,4493,9.21
107866,4,Agri Land,,513,1.05
107866,79,,,1894,3.88
107866,81,Settlement,,2849,5.84
107866,82,,,4,0.01
107866,83,River,,6519,13.37
107876,1,Agri Land,,432,2.45
107876,2,Agri Land,,1572,8.93
107876,3,Agri Land,,10788,61.24
107876,4,Agri Land,,168,0.95
107876,81,Settlement,,2485,14.11
107876,83,River,,2166,12.3
107876,113,,,4,0.02
107914,1,Agri Land,,165,0.99
107914,2,Agri Land,,1330,7.99
107914,3,Agri Land,,288,1.73
107914,4,Agri Land,,6773,40.72
107914,5,Agri Land,,841,5.05
107914,6,Agri Land,,2394,14.39
107914,7,Agri Land,,167,1
107914,81,Settlement,,2862,17.2
107914,83,River,,1816,10.92
107897,1,Agri Land,,3013,4.42
107897,2,Agri Land,,4021,5.9
107897,3,Agri Land,,5181,7.61
107897,4,Agri Land,,6444,9.46
107897,5,Agri Land,,1344,1.97
107897,6,Agri Land,,3546,5.21
107897,81,Settlement,,3782,5.55
107897,83,River,,28292,41.53
107897,84,,,1899,2.79
107897,85,Forest,,10566,15.51
107897,113,,,28,0.04
107990,1,Agri Land,,1304,13.14
107990,2,Agri Land,,587,5.91
107990,3,Agri Land,,129,1.3
107990,4,Agri Land,,1790,18.05
107990,5,Agri Land,,350,3.53
107990,6,Agri Land,,1079,10.88
107990,7,Agri Land,,537,5.41
107990,81,Settlement,,1458,14.7
107990,83,River,,2685,27.06
107990,113,,,2,0.02
107895,1,Agri Land,,4510,12.33
107895,2,Agri Land,,1683,4.6
107895,3,Agri Land,,398,1.09
107895,4,Agri Land,,17770,48.59
107895,5,Agri Land,,4492,12.28
107895,6,Agri Land,,317,0.87
107895,7,Agri Land,,362,0.99
107895,81,Settlement,,3625,9.91
107895,83,River,,3382,9.25
107895,112,Waterbody,,29,0.08
107895,113,,,5,0.01
107947,1,Agri Land,,591,7.29
107947,2,Agri Land,,514,6.33
107947,3,Agri Land,,2118,26.1
107947,4,Agri Land,,11,0.14
107947,81,Settlement,,3593,44.27
107947,83,River,,1289,15.88
107976,1,Agri Land,,2100,9.32
107976,2,Agri Land,,897,3.98
107976,3,Agri Land,,5227,23.2
107976,4,Agri Land,,1663,7.38
107976,5,Agri Land,,1899,8.43
107976,6,Agri Land,,2236,9.93
107976,7,Agri Land,,1425,6.32
107976,81,Settlement,,6213,27.58
107976,83,River,,864,3.83
107976,113,,,6,0.03
107958,1,Agri Land,,759,2.15
107958,2,Agri Land,,4998,14.18
107958,3,Agri Land,,457,1.3
107958,4,Agri Land,,525,1.49
107958,5,Agri Land,,17809,50.52
107958,6,Agri Land,,265,0.75
107958,81,Settlement,,7372,20.91
107958,83,River,,2724,7.73
107958,85,Forest,,339,0.96
107958,113,,,4,0.01
107980,1,Agri Land,,567,3.45
107980,2,Agri Land,,292,1.78
107980,3,Agri Land,,4021,24.48
107980,4,Agri Land,,542,3.3
107980,5,Agri Land,,1738,10.58
107980,6,Agri Land,,80,0.49
107980,7,Agri Land,,150,0.91
107980,81,Settlement,,7773,47.33
107980,83,River,,1251,7.62
107980,86,,,7,0.04
107987,1,Agri Land,,1037,5.61
107987,2,Agri Land,,1809,9.77
107987,3,Agri Land,,3585,19.37
107987,4,Agri Land,,65,0.35
107987,5,Agri Land,,288,1.56
107987,81,Settlement,,9973,53.89
107987,83,River,,1700,9.19
107987,86,,,50,0.27
107987,113,,,0,0
200351,1,Agri Land,,7434,10.54
200351,2,Agri Land,,9428,13.36
200351,3,Agri Land,,15550,22.04
200351,4,Agri Land,,14543,20.61
200351,5,Agri Land,,16299,23.1
200351,6,Agri Land,,6157,8.73
200351,81,Settlement,,863,1.22
200351,83,River,,275,0.39
200304,1,Agri Land,,19532,24.86
200304,2,Agri Land,,22594,28.75
200304,3,Agri Land,,32019,40.75
200304,4,Agri Land,,1195,1.52
200304,5,Agri Land,,341,0.43
200304,6,Agri Land,,264,0.34
200304,80,,,0,0
200304,81,Settlement,,2071,2.63
200304,83,River,,508,0.65
200304,84,,,5,0.01
200304,86,,,11,0.01
200304,109,,,24,0.03
200304,112,Waterbody,,6,0.01
200304,113,,,8,0.01
200304,119,,,3,0
200391,1,Agri Land,,38828,61.79
200391,2,Agri Land,,3396,5.4
200391,3,Agri Land,,15622,24.86
200391,4,Agri Land,,4192,6.67
200391,5,Agri Land,,446,0.71
200391,81,Settlement,,72,0.12
200391,83,River,,272,0.43
200391,112,Waterbody,,8,0.01
200389,1,Agri Land,,16740,38.33
200389,2,Agri Land,,8815,20.19
200389,3,Agri Land,,11759,26.93
200389,4,Agri Land,,4209,9.64
200389,5,Agri Land,,472,1.08
200389,6,Agri Land,,1199,2.75
200389,81,Settlement,,290,0.66
200389,83,River,,188,0.43
200373,1,Agri Land,,9081,17.54
200373,2,Agri Land,,3881,7.5
200373,3,Agri Land,,19133,36.96
200373,4,Agri Land,,14004,27.05
200373,5,Agri Land,,1618,3.13
200373,6,Agri Land,,816,1.58
200373,80,,,253,0.49
200373,81,Settlement,,2894,5.59
200373,86,,,35,0.07
200373,112,Waterbody,,57,0.11
200373,118,,,1,0
200314,1,Agri Land,,8215,15.54
200314,2,Agri Land,,10062,19.03
200314,3,Agri Land,,11468,21.69
200314,4,Agri Land,,14932,28.24
200314,5,Agri Land,,2082,3.94
200314,6,Agri Land,,4760,9
200314,81,Settlement,,1078,2.04
200314,83,River,,272,0.51
201233,1,Agri Land,,1323,17.05
201233,2,Agri Land,,3846,49.58
201233,3,Agri Land,,622,8.02
201233,81,Settlement,,968,12.48
201233,83,River,,992,12.79
201233,113,,,6,0.08
201202,1,Agri Land,,368,4.25
201202,2,Agri Land,,756,8.74
201202,3,Agri Land,,1294,14.95
201202,4,Agri Land,,365,4.21
201202,5,Agri Land,,924,10.68
201202,6,Agri Land,,369,4.26
201202,7,Agri Land,,1551,17.92
201202,81,Settlement,,2761,31.91
201202,83,River,,173,1.99
201202,86,,,22,0.26
201202,113,,,71,0.82
200395,1,Agri Land,,56044,56.25
200395,2,Agri Land,,25293,25.38
200395,3,Agri Land,,7518,7.55
200395,4,Agri Land,,9302,9.34
200395,5,Agri Land,,910,0.91
200395,83,River,,571,0.57
201204,1,Agri Land,,1720,8.31
201204,2,Agri Land,,6087,29.39
201204,3,Agri Land,,3471,16.76
201204,4,Agri Land,,896,4.33
201204,5,Agri Land,,1422,6.87
201204,6,Agri Land,,1955,9.44
201204,81,Settlement,,2643,12.76
201204,83,River,,2189,10.57
201204,112,Waterbody,,324,1.56
201204,113,,,1,0
201207,1,Agri Land,,1554,6.79
201207,2,Agri Land,,977,4.27
201207,3,Agri Land,,3485,15.23
201207,4,Agri Land,,1917,8.38
201207,5,Agri Land,,988,4.32
201207,6,Agri Land,,2087,9.12
201207,7,Agri Land,,4696,20.52
201207,8,Agri Land,,1121,4.9
201207,9,Agri Land,,1935,8.45
201207,81,Settlement,,3070,13.41
201207,83,River,,716,3.13
201207,112,Waterbody,,326,1.42
201207,113,,,15,0.07
201213,1,Agri Land,,6105,28.65
201213,2,Agri Land,,603,2.83
201213,3,Agri Land,,5226,24.53
201213,4,Agri Land,,868,4.07
201213,5,Agri Land,,523,2.45
201213,6,Agri Land,,601,2.82
201213,7,Agri Land,,2839,13.33
201213,81,Settlement,,3832,17.98
201213,83,River,,677,3.18
201213,112,Waterbody,,15,0.07
201213,113,,,20,0.09
201263,1,Agri Land,,286,1.32
201263,2,Agri Land,,267,1.23
201263,3,Agri Land,,184,0.85
201263,4,Agri Land,,197,0.91
201263,5,Agri Land,,140,0.64
201263,6,Agri Land,,1692,7.82
201263,7,Agri Land,,558,2.58
201263,8,Agri Land,,8246,38.09
201263,9,Agri Land,,361,1.67
201263,10,Agri Land,,603,2.79
201263,11,,,813,3.75
201263,81,Settlement,,7787,35.97
201263,83,River,,105,0.48
201263,86,,,11,0.05
201263,112,Waterbody,,177,0.82
201263,113,,,223,1.03
201285,1,Agri Land,,5607,15.56
201285,2,Agri Land,,1050,2.91
201285,3,Agri Land,,4517,12.54
201285,4,Agri Land,,2825,7.84
201285,5,Agri Land,,425,1.18
201285,6,Agri Land,,2986,8.29
201285,7,Agri Land,,1391,3.86
201285,8,Agri Land,,1836,5.1
201285,9,Agri Land,,615,1.71
201285,10,Agri Land,,1917,5.32
201285,11,,,2801,7.78
201285,81,Settlement,,7852,21.79
201285,83,River,,2032,5.64
201285,86,,,81,0.23
201285,112,Waterbody,,63,0.17
201285,113,,,28,0.08
201294,1,Agri Land,,2560,11.62
201294,2,Agri Land,,1987,9.02
201294,3,Agri Land,,4504,20.45
201294,4,Agri Land,,1674,7.6
201294,5,Agri Land,,1021,4.64
201294,6,Agri Land,,959,4.35
201294,7,Agri Land,,1014,4.6
201294,8,Agri Land,,3984,18.09
201294,9,Agri Land,,761,3.45
201294,81,Settlement,,1795,8.15
201294,83,River,,1603,7.28
201294,112,Waterbody,,137,0.62
201294,113,,,27,0.12
201347,1,Agri Land,,563,3.35
201347,2,Agri Land,,467,2.77
201347,3,Agri Land,,357,2.12
201347,4,Agri Land,,1967,11.7
201347,5,Agri Land,,911,5.42
201347,6,Agri Land,,1823,10.84
201347,81,Settlement,,869,5.17
201347,83,River,,9163,54.49
201347,84,,,123,0.73
201347,93,,,526,3.13
201347,112,Waterbody,,47,0.28
201322,1,Agri Land,,658,2.03
201322,2,Agri Land,,2198,6.79
201322,3,Agri Land,,1475,4.55
201322,4,Agri Land,,6311,19.49
201322,5,Agri Land,,1013,3.13
201322,6,Agri Land,,560,1.73
201322,7,Agri Land,,536,1.65
201322,8,Agri Land,,5698,17.59
201322,81,Settlement,,2957,9.13
201322,83,River,,10958,33.84
201322,113,,,22,0.07
201290,1,Agri Land,,166,0.64
201290,2,Agri Land,,4174,16.05
201290,3,Agri Land,,9518,36.6
201290,4,Agri Land,,1708,6.57
201290,5,Agri Land,,1054,4.05
201290,6,Agri Land,,278,1.07
201290,7,Agri Land,,2309,8.88
201290,8,Agri Land,,2098,8.07
201290,9,Agri Land,,2576,9.91
201290,10,Agri Land,,2125,8.17
201345,1,Agri Land,,834,3.54
201345,2,Agri Land,,769,3.27
201345,3,Agri Land,,467,1.98
201345,4,Agri Land,,2068,8.79
201345,5,Agri Land,,618,2.63
201345,6,Agri Land,,1564,6.64
201345,7,Agri Land,,953,4.05
201345,8,Agri Land,,499,2.12
201345,9,Agri Land,,730,3.1
201345,81,Settlement,,13618,57.86
201345,83,River,,638,2.71
201345,86,,,90,0.38
201345,112,Waterbody,,82,0.35
201345,113,,,52,0.22
201345,119,,,553,2.35
201349,1,Agri Land,,2209,11.54
201349,2,Agri Land,,4094,21.38
201349,3,Agri Land,,1428,7.46
201349,4,Agri Land,,2592,13.54
201349,5,Agri Land,,1583,8.27
201349,6,Agri Land,,2173,11.35
201349,7,Agri Land,,1202,6.28
201349,81,Settlement,,3691,19.28
201349,83,River,,145,0.76
201349,113,,,30,0.16
201358,1,Agri Land,,1436,6.04
201358,2,Agri Land,,2443,10.29
201358,3,Agri Land,,1281,5.39
201358,4,Agri Land,,1183,4.98
201358,5,Agri Land,,3692,15.54
201358,6,Agri Land,,6139,25.84
201358,7,Agri Land,,3601,15.16
201358,81,Settlement,,3949,16.62
201358,82,,,31,0.13
201376,1,Agri Land,,963,7.47
201376,2,Agri Land,,1519,11.79
201376,3,Agri Land,,1554,12.06
201376,4,Agri Land,,1206,9.36
201376,5,Agri Land,,1809,14.04
201376,81,Settlement,,5444,42.25
201376,83,River,,375,2.91
201376,86,,,17,0.13
201504,1,Agri Land,,1551,9.64
201504,2,Agri Land,,702,4.37
201504,3,Agri Land,,7235,44.97
201504,4,Agri Land,,1257,7.82
201504,81,Settlement,,3061,19.03
201504,83,River,,1397,8.68
201504,84,,,868,5.39
201504,113,,,17,0.11
201395,1,Agri Land,,1236,8.01
201395,2,Agri Land,,3398,22.02
201395,3,Agri Land,,2143,13.88
201395,4,Agri Land,,4506,29.2
201395,5,Agri Land,,253,1.64
201395,81,Settlement,,3746,24.28
201395,83,River,,103,0.66
201395,113,,,47,0.3
201512,1,Agri Land,,3018,21.63
201512,2,Agri Land,,236,1.69
201512,3,Agri Land,,194,1.39
201512,4,Agri Land,,60,0.43
201512,5,Agri Land,,1104,7.91
201512,6,Agri Land,,92,0.66
201512,7,Agri Land,,2819,20.21
201512,8,Agri Land,,2433,17.44
201512,9,Agri Land,,16,0.11
201512,81,Settlement,,3212,23.03
201512,83,River,,568,4.07
201512,86,,,11,0.08
201512,113,,,21,0.15
201512,999,,,167,1.19
201518,1,Agri Land,,3485,17.46
201518,2,Agri Land,,4796,24.03
201518,3,Agri Land,,4215,21.12
201518,4,Agri Land,,1341,6.72
201518,5,Agri Land,,2195,11
201518,6,Agri Land,,316,1.58
201518,7,Agri Land,,851,4.26
201518,81,Settlement,,2055,10.29
201518,83,River,,634,3.18
201518,112,Waterbody,,22,0.11
201518,113,,,50,0.25
201508,1,Agri Land,,6178,17.03
201508,2,Agri Land,,5022,13.84
201508,3,Agri Land,,2291,6.32
201508,4,Agri Land,,2253,6.21
201508,5,Agri Land,,9377,25.85
201508,6,Agri Land,,1560,4.3
201508,7,Agri Land,,1455,4.01
201508,8,Agri Land,,1135,3.13
201508,9,Agri Land,,873,2.41
201508,81,Settlement,,4331,11.94
201508,83,River,,1800,4.96
201508,113,,,5,0.01
201537,1,Agri Land,,4337,18.97
201537,2,Agri Land,,822,3.59
201537,3,Agri Land,,1690,7.39
201537,4,Agri Land,,388,1.7
201537,5,Agri Land,,3097,13.55
201537,6,Agri Land,,2542,11.12
201537,7,Agri Land,,1147,5.02
201537,8,Agri Land,,1403,6.14
201537,9,Agri Land,,2102,9.19
201537,10,Agri Land,,1529,6.69
201537,81,Settlement,,3196,13.98
201537,83,River,,482,2.11
201537,86,,,108,0.47
201537,113,,,21,0.09
201533,1,Agri Land,,6894,9.08
201533,2,Agri Land,,2128,2.8
201533,3,Agri Land,,22795,30.02
201533,4,Agri Land,,3459,4.56
201533,5,Agri Land,,2789,3.67
201533,6,Agri Land,,12915,17.01
201533,7,Agri Land,,4905,6.46
201533,81,Settlement,,18515,24.38
201533,83,River,,526,0.69
201533,86,,,222,0.29
201533,109,,,389,0.51
201533,112,Waterbody,,124,0.16
201533,113,,,98,0.13
201533,118,,,16,0.02
201533,119,,,153,0.2
201539,1,Agri Land,,271,5.35
201539,2,Agri Land,,343,6.78
201539,3,Agri Land,,3129,61.78
201539,81,Settlement,,843,16.63
201539,83,River,,228,4.5
201539,105,,,249,4.92
201539,113,,,2,0.03
201561,1,Agri Land,,6896,27.19
201561,2,Agri Land,,387,1.52
201561,3,Agri Land,,464,1.83
201561,4,Agri Land,,1266,4.99
201561,5,Agri Land,,722,2.85
201561,6,Agri Land,,638,2.52
201561,7,Agri Land,,2053,8.09
201561,8,Agri Land,,280,1.11
201561,9,Agri Land,,8157,32.16
201561,81,Settlement,,4230,16.68
201561,83,River,,259,1.02
201561,113,,,12,0.05
201547,1,Agri Land,,1383,5.31
201547,2,Agri Land,,3192,12.26
201547,3,Agri Land,,4998,19.2
201547,4,Agri Land,,812,3.12
201547,5,Agri Land,,6086,23.38
201547,6,Agri Land,,3808,14.63
201547,81,Settlement,,5006,19.23
201547,83,River,,193,0.74
201547,86,,,158,0.61
201547,109,,,147,0.56
201547,112,Waterbody,,5,0.02
201547,113,,,153,0.59
201547,119,,,94,0.36
201553,1,Agri Land,,3688,7.22
201553,2,Agri Land,,5571,10.9
201553,3,Agri Land,,2184,4.27
201553,4,Agri Land,,1037,2.03
201553,5,Agri Land,,3703,7.25
201553,6,Agri Land,,1948,3.81
201553,7,Agri Land,,711,1.39
201553,8,Agri Land,,3797,7.43
201553,9,Agri Land,,718,1.4
